price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
672000.00;3.00;2.50;2620.00;21587.00;2.00;0.00;0.00;3.00;7.00;2620.00;0.00;1992.00;0.00;98053.00;476384.00;-121959.00;2570.00;23650.00
778000.00;3.00;2.25;2260.00;33080.00;1.00;0.00;0.00;5.00;9.00;1690.00;570.00;1974.00;0.00;98005.00;476386.00;-122183.00;3020.00;35291.00
312500.00;3.00;1.75;1490.00;9493.00;1.00;0.00;0.00;4.00;8.00;1490.00;0.00;1976.00;0.00;98058.00;474514.00;-122134.00;2440.00;9600.00
650000.00;4.00;2.50;2530.00;6500.00;1.50;0.00;0.00;3.00;8.00;1720.00;810.00;1975.00;0.00;98115.00;476737.00;-122284.00;2150.00;5280.00
740000.00;6.00;2.25;3140.00;10250.00;1.00;0.00;0.00;4.00;8.00;1570.00;1570.00;1959.00;0.00;98005.00;476116.00;-122169.00;2320.00;10250.00
320000.00;3.00;2.00;1820.00;17600.00;1.00;0.00;0.00;5.00;7.00;1820.00;0.00;1972.00;0.00;98059.00;474703.00;-122112.00;2190.00;17440.00
455000.00;4.00;2.50;1770.00;13168.00;2.00;0.00;0.00;3.00;7.00;1770.00;0.00;1990.00;0.00;98019.00;477306.00;-121966.00;2050.00;14859.00
2450000.00;5.00;4.00;4430.00;9000.00;2.00;0.00;0.00;3.00;10.00;4430.00;0.00;2013.00;0.00;98004.00;476168.00;-122216.00;2470.00;9490.00
500000.00;3.00;3.25;1490.00;902.00;3.00;0.00;0.00;3.00;8.00;1220.00;270.00;2001.00;0.00;98102.00;476357.00;-122324.00;1550.00;1092.00
325000.00;3.00;1.75;1790.00;27427.00;1.00;0.00;0.00;3.00;7.00;1130.00;660.00;1978.00;0.00;98065.00;47532.00;-121761.00;1610.00;16684.00
416000.00;3.00;2.50;1710.00;1296.00;3.00;0.00;0.00;3.00;8.00;1510.00;200.00;2004.00;0.00;98103.00;476963.00;-122342.00;1610.00;1282.00
495000.00;4.00;2.25;2070.00;20280.00;2.00;0.00;0.00;4.00;7.00;2070.00;0.00;1968.00;0.00;98072.00;47774.00;-122134.00;2190.00;21560.00
549000.00;2.00;1.00;1140.00;5400.00;1.00;0.00;0.00;5.00;7.00;1140.00;0.00;1908.00;0.00;98112.00;476205.00;-122294.00;1520.00;4800.00
589000.00;5.00;2.00;3930.00;10150.00;1.50;0.00;0.00;4.00;8.00;3070.00;860.00;1968.00;0.00;98008.00;476317.00;-122114.00;2200.00;8190.00
194820.00;3.00;1.50;1100.00;32700.00;1.00;0.00;0.00;3.00;7.00;1100.00;0.00;1967.00;0.00;98001.00;473186.00;-122289.00;1616.00;32700.00
405000.00;3.00;2.50;2260.00;5500.00;1.50;0.00;0.00;3.00;7.00;1280.00;980.00;1910.00;0.00;98117.00;47681.00;-122388.00;1790.00;5355.00
625000.00;3.00;2.50;2260.00;5500.00;1.50;0.00;0.00;3.00;7.00;1280.00;980.00;1910.00;0.00;98117.00;47681.00;-122388.00;1790.00;5355.00
205000.00;3.00;1.00;1130.00;7014.00;1.00;0.00;0.00;3.00;7.00;1130.00;0.00;1954.00;0.00;98168.00;474743.00;-122274.00;1440.00;9350.00
345100.00;3.00;3.75;1950.00;8625.00;1.00;0.00;0.00;3.00;8.00;1360.00;590.00;1959.00;0.00;98178.00;47505.00;-122258.00;1950.00;6670.00
200000.00;3.00;1.00;960.00;7500.00;1.00;0.00;0.00;3.00;6.00;960.00;0.00;1953.00;0.00;98178.00;474966.00;-122255.00;1250.00;6000.00
1905000000.00;4.00;3.50;4210.00;18564.00;2.00;0.00;0.00;3.00;11.00;4210.00;0.00;2001.00;0.00;98039.00;476206.00;-122225.00;3520.00;18564.00
524500.00;3.00;1.50;3430.00;264844.00;1.00;0.00;2.00;3.00;7.00;2230.00;1200.00;1988.00;0.00;98045.00;474476.00;-121723.00;1660.00;145926.00
598600.00;4.00;2.75;3470.00;212639.00;2.00;0.00;0.00;3.00;7.00;2070.00;1400.00;1993.00;0.00;98019.00;477066.00;-121968.00;2370.00;233917.00
367777.00;5.00;3.00;2140.00;5937.00;1.00;0.00;0.00;3.00;7.00;1280.00;860.00;1978.00;0.00;98118.00;475459.00;-122.27;1820.00;6710.00
750000.00;3.00;2.75;2520.00;5401.00;1.00;0.00;0.00;4.00;7.00;1360.00;1160.00;1946.00;0.00;98119.00;476452.00;-122373.00;1800.00;5036.00
575000.00;5.00;2.25;3550.00;7992.00;2.00;0.00;0.00;3.00;8.00;3550.00;0.00;1968.00;0.00;98034.00;477285.00;-122179.00;2110.00;7992.00
84000.00;2.00;1.00;700.00;20130.00;1.00;0.00;0.00;3.00;6.00;700.00;0.00;1949.00;0.00;98168.00;474752.00;-122271.00;1490.00;18630.00
255000.00;2.00;1.00;740.00;5000.00;1.00;0.00;0.00;4.00;6.00;740.00;0.00;1926.00;0.00;98118.00;475298.00;-122273.00;1170.00;4968.00
1740000.00;4.00;3.75;3300.00;4545.00;1.50;0.00;4.00;3.00;10.00;2600.00;700.00;1926.00;1999.00;98105.00;476561.00;-122274.00;3300.00;5000.00
415000.00;3.00;2.25;1640.00;5880.00;1.00;0.00;0.00;3.00;7.00;1240.00;400.00;1977.00;0.00;98106.00;475323.00;-122351.00;1200.00;4760.00
449900.00;3.00;2.50;2780.00;8225.00;2.00;0.00;1.00;3.00;9.00;2780.00;0.00;1990.00;0.00;98198.00;473509.00;-122323.00;720.00;9736.00
220000.00;5.00;1.50;1830.00;94960.00;1.50;0.00;0.00;3.00;7.00;1830.00;0.00;1929.00;0.00;98031.00;474218.00;-122218.00;1440.00;16365.00
899000.00;4.00;2.50;3540.00;9349.00;2.00;0.00;0.00;3.00;10.00;3540.00;0.00;2003.00;0.00;98052.00;477046.00;-122107.00;3280.00;7546.00
430000.00;3.00;2.50;1440.00;7320.00;1.00;0.00;0.00;5.00;7.00;1440.00;0.00;1954.00;0.00;98125.00;477179.00;-122316.00;1160.00;6941.00
472500.00;4.00;2.50;2960.00;223462.00;2.00;0.00;0.00;3.00;10.00;2960.00;0.00;2001.00;0.00;98030.00;473646.00;-122211.00;2770.00;16482.00
680000.00;6.00;2.50;3180.00;9375.00;1.00;0.00;0.00;4.00;8.00;1590.00;1590.00;1967.00;0.00;98006.00;475707.00;-122129.00;2670.00;9625.00
1650000.00;5.00;4.00;3310.00;8400.00;2.00;0.00;0.00;3.00;10.00;3310.00;0.00;2000.00;0.00;98033.00;476914.00;-122214.00;3430.00;8400.00
810000.00;3.00;2.00;2390.00;8025.00;2.00;0.00;0.00;5.00;7.00;2390.00;0.00;1921.00;0.00;98105.00;476707.00;-122288.00;1920.00;5350.00
605000.00;3.00;2.50;2460.00;138085.00;2.00;0.00;0.00;4.00;9.00;2460.00;0.00;1977.00;0.00;98027.00;474572.00;-122007.00;2090.00;219542.00
522000.00;3.00;1.75;1630.00;15600.00;1.00;0.00;0.00;3.00;7.00;1630.00;0.00;1958.00;0.00;98033.00;47.68;-122165.00;1830.00;10850.00
759000.00;5.00;2.75;3490.00;8230.00;2.00;0.00;0.00;3.00;10.00;3490.00;0.00;2005.00;0.00;98075.00;475825.00;-121.97;3480.00;7331.00
411000.00;4.00;2.75;2500.00;5257.00;2.00;0.00;0.00;3.00;8.00;2500.00;0.00;1966.00;0.00;98118.00;475293.00;-122287.00;1660.00;5970.00
286950.00;4.00;2.50;2080.00;9846.00;1.00;0.00;0.00;3.00;7.00;1240.00;840.00;1984.00;0.00;98001.00;473338.00;-122268.00;1890.00;7977.00
440000.00;3.00;1.50;1290.00;1286.00;3.00;0.00;0.00;3.00;7.00;1290.00;0.00;2000.00;0.00;98103.00;476617.00;-122349.00;1720.00;1286.00
149000.00;3.00;1.00;1700.00;8645.00;1.00;0.00;0.00;3.00;6.00;1700.00;0.00;1955.00;0.00;98146.00;474899.00;-122337.00;1500.00;7980.00
284700.00;3.00;1.00;1700.00;8645.00;1.00;0.00;0.00;3.00;6.00;1700.00;0.00;1955.00;0.00;98146.00;474899.00;-122337.00;1500.00;7980.00
374950.00;3.00;2.50;2540.00;11562.00;1.00;0.00;1.00;3.00;8.00;1290.00;1250.00;1964.00;0.00;98028.00;477614.00;-122229.00;2230.00;10310.00
816000.00;3.00;1.50;1180.00;8545.00;1.00;0.00;0.00;3.00;8.00;1180.00;0.00;1952.00;0.00;98004.00;47624.00;-122.20;1660.00;9000.00
533250.00;4.00;1.75;1520.00;15398.00;1.00;0.00;0.00;4.00;7.00;1370.00;150.00;1960.00;0.00;98027.00;475265.00;-122.05;1840.00;12500.00
689800.00;3.00;2.75;2390.00;9313.00;1.00;0.00;0.00;5.00;8.00;1390.00;1000.00;1942.00;0.00;98133.00;477209.00;-122331.00;2390.00;12712.00
775000.00;4.00;2.75;2740.00;6200.00;1.50;0.00;3.00;4.00;8.00;1820.00;920.00;1947.00;0.00;98125.00;477084.00;-122277.00;2430.00;6000.00
702000.00;3.00;2.50;2190.00;8528.00;1.00;0.00;0.00;3.00;8.00;1760.00;430.00;1991.00;0.00;98033.00;476943.00;-122209.00;2060.00;9811.00
160000.00;3.00;1.00;1350.00;8700.00;1.50;0.00;0.00;3.00;6.00;1350.00;0.00;1942.00;0.00;98188.00;474497.00;-122289.00;1300.00;8700.00
255500.00;3.00;1.00;1350.00;8700.00;1.50;0.00;0.00;3.00;6.00;1350.00;0.00;1942.00;0.00;98188.00;474497.00;-122289.00;1300.00;8700.00
949000.00;4.00;2.75;2980.00;42253.00;1.00;0.00;0.00;4.00;9.00;1860.00;1120.00;1973.00;0.00;98005.00;476392.00;-122163.00;2980.00;42253.00
169500.00;2.00;1.00;790.00;7450.00;1.00;0.00;0.00;4.00;6.00;790.00;0.00;1944.00;0.00;98058.00;474743.00;-122.17;800.00;7450.00
586000.00;4.00;2.25;2130.00;9000.00;2.00;0.00;0.00;4.00;8.00;2130.00;0.00;1965.00;0.00;98006.00;475716.00;-122159.00;2110.00;10431.00
680000.00;4.00;2.50;2700.00;37431.00;1.00;0.00;0.00;4.00;8.00;1600.00;1100.00;1978.00;0.00;98072.00;477258.00;-122117.00;2290.00;37431.00
851500.00;3.00;2.00;3200.00;18184.00;1.00;0.00;0.00;5.00;8.00;2000.00;1200.00;1977.00;0.00;98005.00;476034.00;-122172.00;1670.00;7416.00
582500.00;2.00;1.50;1159.00;4800.00;1.00;0.00;0.00;3.00;7.00;1159.00;0.00;1948.00;0.00;98199.00;476592.00;-122399.00;1640.00;4800.00
637000.00;4.00;3.50;3080.00;118918.00;2.00;0.00;0.00;3.00;9.00;3080.00;0.00;2008.00;0.00;98019.00;477721.00;-121924.00;1830.00;434728.00
225000.00;3.00;1.00;1000.00;9295.00;1.00;0.00;0.00;3.00;7.00;1000.00;0.00;1955.00;0.00;98146.00;47484.00;-122346.00;1320.00;13500.00
795000.00;3.00;3.25;2260.00;3727.00;2.00;0.00;0.00;3.00;8.00;1880.00;380.00;2003.00;0.00;98119.00;476422.00;-122361.00;1600.00;4800.00
304999.00;4.00;2.25;2270.00;9600.00;1.00;0.00;0.00;3.00;7.00;1290.00;980.00;1976.00;0.00;98023.00;473261.00;-122355.00;1930.00;15000.00
95000.00;1.00;0.75;760.00;5746.00;1.00;0.00;0.00;4.00;5.00;760.00;0.00;1915.00;0.00;98002.00;473046.00;-122215.00;970.00;6696.00
240000.00;4.00;1.75;1420.00;5382.00;1.00;0.00;0.00;5.00;5.00;1040.00;380.00;1942.00;0.00;98056.00;474946.00;-122187.00;1150.00;5382.00
772000.00;4.00;2.50;2500.00;8680.00;1.00;0.00;0.00;4.00;7.00;1250.00;1250.00;1958.00;0.00;98004.00;476073.00;-122192.00;2140.00;8680.00
245000.00;2.00;1.50;1450.00;6258.00;1.00;0.00;0.00;4.00;8.00;1450.00;0.00;1983.00;0.00;98198.00;473785.00;-122322.00;1460.00;5375.00
430000.00;5.00;3.00;2500.00;5750.00;1.00;0.00;0.00;3.00;8.00;1430.00;1070.00;1999.00;0.00;98126.00;47551.00;-122369.00;1980.00;7130.00
799000.00;3.00;1.50;2210.00;6300.00;1.50;0.00;0.00;5.00;8.00;2210.00;0.00;1916.00;0.00;98144.00;475892.00;-122.29;2700.00;6300.00
880000.00;5.00;2.75;3020.00;9187.00;2.00;0.00;0.00;3.00;9.00;3020.00;0.00;2007.00;0.00;98033.00;476806.00;-122167.00;2250.00;9675.00
750000.00;4.00;2.50;3290.00;7538.00;2.00;0.00;0.00;3.00;9.00;3290.00;0.00;2004.00;0.00;98075.00;47598.00;-121972.00;3450.00;7538.00
2890000.00;4.00;4.00;5780.00;7173.00;2.00;0.00;0.00;3.00;11.00;4130.00;1650.00;2008.00;0.00;98112.00;476374.00;-122288.00;3930.00;7994.00
532000.00;3.00;2.50;1820.00;4910.00;2.00;0.00;0.00;3.00;8.00;1820.00;0.00;1993.00;0.00;98029.00;475703.00;-121996.00;2090.00;6668.00
525000.00;4.00;2.75;2500.00;10330.00;1.00;0.00;0.00;4.00;8.00;1380.00;1120.00;1978.00;0.00;98155.00;477743.00;-122286.00;2270.00;10430.00
239000.00;2.00;1.00;1210.00;9375.00;1.00;0.00;1.00;4.00;7.00;1210.00;0.00;1952.00;0.00;98198.00;473865.00;-122322.00;1680.00;8400.00
460000.00;2.00;1.50;1090.00;4000.00;1.00;0.00;0.00;3.00;8.00;970.00;120.00;1951.00;0.00;98116.00;475798.00;-122393.00;1700.00;4000.00
540000.00;4.00;2.25;1330.00;8400.00;1.50;0.00;0.00;3.00;8.00;1330.00;0.00;1962.00;0.00;98005.00;476078.00;-122169.00;2270.00;10146.00
475000.00;2.00;1.00;890.00;4590.00;1.00;0.00;0.00;3.00;7.00;890.00;0.00;1923.00;0.00;98117.00;476901.00;-122362.00;1310.00;4590.00
445000.00;3.00;1.75;1360.00;4998.00;1.00;0.00;0.00;3.00;8.00;1360.00;0.00;1968.00;2014.00;98108.00;47547.00;-122302.00;1350.00;4998.00
1575000000.00;5.00;3.75;4220.00;9240.00;2.00;0.00;2.00;5.00;11.00;3420.00;800.00;1991.00;0.00;98040.00;475895.00;-122229.00;3380.00;9240.00
549950.00;4.00;2.50;3780.00;6800.00;2.00;0.00;0.00;3.00;8.00;3780.00;0.00;2004.00;0.00;98038.00;473526.00;-122012.00;3640.00;7326.00
294950.00;4.00;2.00;2610.00;14321.00;1.50;0.00;0.00;4.00;6.00;1690.00;920.00;1940.00;0.00;98188.00;474672.00;-122296.00;1630.00;8599.00
736000.00;3.00;2.50;1980.00;2975.00;3.00;0.00;2.00;3.00;8.00;1980.00;0.00;1993.00;0.00;98109.00;476294.00;-122344.00;1980.00;3144.00
214946.00;3.00;1.75;1290.00;8688.00;1.00;0.00;0.00;4.00;7.00;1290.00;0.00;1980.00;0.00;98042.00;473655.00;-122.08;1750.00;9090.00
856000.00;5.00;3.25;3620.00;5500.00;2.00;0.00;2.00;3.00;9.00;3620.00;0.00;2003.00;0.00;98029.00;475442.00;-121996.00;3260.00;5500.00
775000.00;2.00;2.50;2680.00;7392.00;1.00;0.00;0.00;3.00;9.00;2680.00;0.00;2004.00;0.00;98053.00;47717.00;-122026.00;2315.00;7045.00
205000.00;3.00;1.75;1200.00;8631.00;1.00;0.00;0.00;3.00;7.00;1200.00;0.00;1959.00;0.00;98198.00;473864.00;-122308.00;1564.00;8115.00
429592.00;2.00;2.75;1992.00;10946.00;1.50;1.00;4.00;5.00;6.00;1288.00;704.00;1903.00;0.00;98070.00;473551.00;-122475.00;1110.00;8328.00
414250.00;4.00;1.75;1640.00;13566.00;1.00;0.00;0.00;4.00;7.00;1120.00;520.00;1977.00;0.00;98072.00;477423.00;-122099.00;1470.00;13530.00
399950.00;4.00;2.75;1920.00;4400.00;1.00;0.00;0.00;4.00;6.00;960.00;960.00;1906.00;0.00;98106.00;475532.00;-122365.00;1040.00;4400.00
319990.00;3.00;2.25;1840.00;7326.00;1.00;0.00;0.00;5.00;7.00;1370.00;470.00;1979.00;0.00;98031.00;473958.00;-122168.00;2050.00;7475.00
524000.00;3.00;1.50;1310.00;9471.00;1.00;0.00;0.00;4.00;8.00;1310.00;0.00;1970.00;0.00;98052.00;476644.00;-122148.00;2100.00;9449.00
349950.00;2.00;1.00;1050.00;6317.00;1.50;0.00;0.00;4.00;7.00;1050.00;0.00;1913.00;0.00;98019.00;477364.00;-121981.00;1600.00;9616.00
889000.00;4.00;2.50;2570.00;4480.00;1.50;0.00;0.00;4.00;8.00;1580.00;990.00;1927.00;0.00;98105.00;476701.00;-122291.00;2070.00;4480.00
300000.00;3.00;1.00;930.00;5160.00;1.50;0.00;0.00;5.00;6.00;930.00;0.00;1919.00;0.00;98106.00;475256.00;-122357.00;1060.00;5160.00
395000.00;1.00;1.00;730.00;3000.00;1.00;0.00;0.00;3.00;7.00;730.00;0.00;1911.00;0.00;98107.00;476741.00;-122396.00;1520.00;5000.00
348000.00;2.00;2.50;1270.00;1242.00;3.00;0.00;0.00;3.00;7.00;1270.00;0.00;2008.00;0.00;98117.00;47701.00;-122362.00;1280.00;1199.00
830000.00;2.00;1.00;1150.00;6000.00;1.00;0.00;1.00;4.00;7.00;710.00;440.00;1921.00;0.00;98033.00;476841.00;-122213.00;2450.00;7200.00
173000.00;2.00;1.00;820.00;10450.00;1.00;0.00;0.00;4.00;7.00;820.00;0.00;1965.00;0.00;98055.00;474261.00;-122199.00;1240.00;11200.00
585000.00;4.00;1.75;3000.00;42200.00;1.00;0.00;3.00;3.00;7.00;1500.00;1500.00;1950.00;0.00;98056.00;475265.00;-122202.00;2500.00;9821.00
576750.00;3.00;2.00;2220.00;5000.00;1.00;0.00;0.00;4.00;7.00;1110.00;1110.00;1966.00;0.00;98116.00;475807.00;-122394.00;1450.00;5000.00
495000.00;5.00;3.25;2500.00;7620.00;1.00;0.00;3.00;3.00;7.00;1250.00;1250.00;1962.00;0.00;98106.00;475298.00;-122344.00;2020.00;7620.00
216650.00;3.00;3.50;1540.00;1427.00;2.00;0.00;0.00;3.00;7.00;1360.00;180.00;2007.00;0.00;98109.00;47542.00;-122322.00;1220.00;4000.00
615000.00;4.00;2.75;2750.00;15450.00;1.00;0.00;0.00;3.00;8.00;1800.00;950.00;1978.00;0.00;98155.00;477749.00;-122283.00;2750.00;10620.00
675000.00;4.00;2.50;3130.00;12463.00;1.00;0.00;0.00;4.00;8.00;1620.00;1510.00;1978.00;0.00;98006.00;47569.00;-122127.00;2740.00;11779.00
510000.00;3.00;2.00;1430.00;9250.00;1.00;0.00;0.00;4.00;8.00;990.00;440.00;1983.00;0.00;98052.00;476952.00;-122096.00;1830.00;8003.00
630000.00;3.00;2.50;2680.00;327135.00;2.00;0.00;0.00;3.00;8.00;2680.00;0.00;1995.00;0.00;98010.00;473783.00;-122003.00;2020.00;60080.00
359950.00;4.00;2.50;3010.00;5701.00;2.00;0.00;0.00;3.00;8.00;3010.00;0.00;2003.00;0.00;98042.00;473492.00;-122152.00;3010.00;5772.00
265000.00;3.00;1.50;1530.00;7500.00;1.50;0.00;0.00;3.00;7.00;1530.00;0.00;1986.00;0.00;98038.00;473639.00;-122055.00;2080.00;11250.00
210000.00;3.00;1.00;1240.00;4842.00;1.00;0.00;0.00;4.00;6.00;1240.00;0.00;1916.00;0.00;98118.00;475166.00;-122269.00;1540.00;5110.00
367000.00;3.00;2.50;2260.00;93218.00;1.00;0.00;2.00;4.00;6.00;2260.00;0.00;1998.00;0.00;98022.00;472582.00;-121935.00;2180.00;111078.00
1075000000.00;4.00;2.25;2820.00;5000.00;1.50;0.00;2.00;4.00;9.00;1800.00;1020.00;1926.00;0.00;98122.00;476097.00;-122287.00;2880.00;6000.00
756000.00;3.00;2.50;3560.00;8297.00;1.00;0.00;2.00;4.00;8.00;1650.00;1910.00;1948.00;0.00;98199.00;476473.00;-122407.00;2760.00;8297.00
203000.00;3.00;2.25;1630.00;9145.00;1.00;0.00;0.00;3.00;7.00;1630.00;0.00;1960.00;0.00;98146.00;47.50;-122347.00;1630.00;9206.00
535000.00;4.00;2.50;2880.00;23994.00;2.00;0.00;3.00;3.00;9.00;2880.00;0.00;2002.00;0.00;98022.00;472124.00;-122005.00;2470.00;17009.00
525000.00;3.00;3.25;2200.00;7440.00;2.00;0.00;0.00;4.00;7.00;1710.00;490.00;1947.00;0.00;98118.00;475409.00;-122268.00;1260.00;6765.00
347500.00;3.00;1.75;1620.00;7500.00;1.00;0.00;0.00;3.00;7.00;1220.00;400.00;1981.00;0.00;98059.00;474815.00;-122162.00;1470.00;7938.00
620000.00;3.00;1.75;1480.00;2185.00;2.50;0.00;0.00;3.00;9.00;1480.00;0.00;2005.00;0.00;98034.00;476945.00;-122.17;1480.00;2441.00
645000.00;4.00;2.50;2250.00;10696.00;2.00;0.00;0.00;3.00;8.00;2250.00;0.00;1996.00;0.00;98006.00;475715.00;-122128.00;2340.00;13286.00
2200000.00;4.00;3.00;3540.00;11098.00;2.00;0.00;0.00;3.00;10.00;3000.00;540.00;1940.00;0.00;98112.00;47634.00;-122288.00;3430.00;8214.00
280000.00;3.00;2.00;1790.00;42399.00;1.00;0.00;0.00;4.00;7.00;1790.00;0.00;1990.00;0.00;98092.00;473143.00;-122134.00;1330.00;40015.00
432000.00;3.00;2.00;1400.00;6380.00;1.00;0.00;0.00;4.00;7.00;700.00;700.00;1924.00;0.00;98125.00;477015.00;-122316.00;1690.00;5800.00
790000.00;3.00;1.50;2390.00;4452.00;2.00;0.00;1.00;3.00;9.00;1790.00;600.00;1929.00;0.00;98126.00;475826.00;-122378.00;2610.00;5000.00
635000.00;4.00;1.75;2400.00;10050.00;1.00;0.00;0.00;5.00;8.00;2400.00;0.00;1957.00;0.00;98008.00;476339.00;-122124.00;1680.00;10050.00
442000.00;3.00;1.50;2050.00;6384.00;1.00;0.00;0.00;3.00;7.00;1350.00;700.00;1958.00;0.00;98126.00;475325.00;-122378.00;1590.00;7214.00
490000.00;4.00;3.00;2640.00;5267.00;2.00;0.00;0.00;3.00;7.00;2640.00;0.00;2001.00;0.00;98065.00;475298.00;-121.88;2640.00;5670.00
250000.00;5.00;1.75;2320.00;7700.00;1.00;0.00;0.00;5.00;7.00;1290.00;1030.00;1962.00;0.00;98001.00;473426.00;-122285.00;1740.00;7210.00
1325000000.00;4.00;2.50;2440.00;3600.00;2.50;0.00;0.00;4.00;8.00;2440.00;0.00;1902.00;0.00;98119.00;476298.00;-122362.00;2440.00;5440.00
120000.00;3.00;1.00;1260.00;7500.00;1.00;0.00;0.00;3.00;6.00;1260.00;0.00;1954.00;0.00;98198.00;474191.00;-122.33;1260.00;7500.00
2950000.00;5.00;4.75;6240.00;47480.00;1.00;0.00;3.00;3.00;11.00;4610.00;1630.00;2003.00;0.00;98040.00;475317.00;-122233.00;4170.00;17668.00
325000.00;4.00;2.50;1930.00;8458.00;2.00;0.00;0.00;3.00;7.00;1930.00;0.00;1993.00;0.00;98038.00;473645.00;-122039.00;1670.00;9485.00
210000.00;4.00;1.75;1200.00;7680.00;1.00;0.00;0.00;3.00;7.00;1200.00;0.00;1968.00;0.00;98092.00;473138.00;-122192.00;1490.00;7800.00
215000.00;1.00;1.00;970.00;7639.00;1.00;0.00;0.00;4.00;5.00;570.00;400.00;1920.00;0.00;98166.00;474655.00;-122346.00;1360.00;7380.00
387000.00;3.00;1.75;1810.00;10800.00;1.00;0.00;0.00;5.00;8.00;1210.00;600.00;1968.00;0.00;98056.00;475236.00;-122184.00;1800.00;10800.00
408000.00;3.00;1.00;1380.00;7015.00;1.50;0.00;0.00;4.00;7.00;1380.00;0.00;1925.00;0.00;98117.00;476987.00;-122.36;1160.00;6700.00
410000.00;3.00;1.00;1470.00;6500.00;1.00;0.00;0.00;4.00;7.00;1470.00;0.00;1953.00;0.00;98166.00;47473.00;-122362.00;1470.00;9300.00
216000.00;3.00;1.00;1010.00;7920.00;1.00;0.00;0.00;3.00;6.00;1010.00;0.00;1925.00;0.00;98126.00;475249.00;-122.37;1520.00;7560.00
390000.00;3.00;1.00;1010.00;7920.00;1.00;0.00;0.00;3.00;6.00;1010.00;0.00;1925.00;0.00;98126.00;475249.00;-122.37;1520.00;7560.00
357000.00;3.00;1.50;1340.00;11744.00;1.00;0.00;0.00;2.00;7.00;1340.00;0.00;1950.00;0.00;98146.00;474947.00;-122.36;2020.00;13673.00
215000.00;3.00;1.00;970.00;7275.00;1.00;0.00;0.00;4.00;7.00;970.00;0.00;1970.00;0.00;98031.00;474006.00;-122188.00;1750.00;7200.00
265000.00;3.00;1.00;1122.00;6554.00;1.50;0.00;0.00;3.00;5.00;1122.00;0.00;1900.00;0.00;98118.00;475135.00;-122257.00;1610.00;5650.00
589950.00;3.00;2.75;1670.00;1350.00;3.00;0.00;0.00;3.00;9.00;1350.00;320.00;2014.00;0.00;98116.00;475763.00;-122408.00;1520.00;4800.00
440000.00;3.00;1.75;2840.00;16851.00;1.00;0.00;3.00;3.00;8.00;1600.00;1240.00;1950.00;0.00;98155.00;477458.00;-122287.00;2650.00;11063.00
248000.00;2.00;1.00;770.00;8600.00;1.00;0.00;0.00;4.00;4.00;770.00;0.00;1914.00;0.00;98027.00;475325.00;-122031.00;1420.00;6960.00
730000.00;3.00;2.25;2040.00;130680.00;2.00;0.00;0.00;3.00;9.00;2040.00;0.00;1977.00;0.00;98072.00;477584.00;-122136.00;3080.00;39630.00
425000.00;4.00;2.50;3052.00;12145.00;2.00;0.00;0.00;3.00;8.00;3052.00;0.00;2004.00;0.00;98003.00;472598.00;-122304.00;2767.00;8604.00
680000.00;3.00;2.50;2620.00;14248.00;2.00;0.00;0.00;4.00;8.00;1830.00;790.00;1977.00;0.00;98004.00;476281.00;-122194.00;2620.00;12343.00
341500.00;5.00;2.25;3120.00;10400.00;2.00;0.00;0.00;3.00;8.00;3120.00;0.00;1980.00;0.00;98023.00;473097.00;-122.34;2160.00;8267.00
395000.00;2.00;1.00;1100.00;3975.00;1.00;0.00;0.00;3.00;7.00;900.00;200.00;1950.00;0.00;98105.00;476701.00;-122286.00;1110.00;4280.00
1225000000.00;4.00;2.75;3410.00;95396.00;1.50;0.00;0.00;4.00;10.00;3410.00;0.00;1962.00;0.00;98005.00;476547.00;-122158.00;3721.00;35352.00
695500.00;5.00;2.75;2510.00;9180.00;1.00;0.00;1.00;4.00;8.00;1600.00;910.00;1975.00;0.00;98052.00;476389.00;-122098.00;2650.00;9780.00
308000.00;3.00;1.75;1680.00;8629.00;1.00;0.00;0.00;3.00;8.00;1200.00;480.00;1977.00;0.00;98198.00;473662.00;-122319.00;1990.00;8400.00
422500.00;3.00;2.00;1960.00;6450.00;1.00;0.00;0.00;4.00;7.00;1000.00;960.00;1977.00;0.00;98038.00;473972.00;-122029.00;1660.00;20720.00
418000.00;2.00;1.00;1040.00;6900.00;1.00;0.00;0.00;4.00;7.00;1040.00;0.00;1915.00;0.00;98136.00;475411.00;-122391.00;1620.00;6280.00
385000.00;5.00;1.50;1750.00;9780.00;1.50;0.00;0.00;4.00;7.00;1750.00;0.00;1961.00;0.00;98028.00;477755.00;-122235.00;1750.00;10295.00
876650.00;3.00;3.25;2170.00;12508.00;1.50;0.00;0.00;5.00;9.00;1650.00;520.00;1928.00;1970.00;98040.00;475665.00;-122229.00;2720.00;21070.00
450000.00;3.00;2.50;1639.00;2710.00;2.00;0.00;0.00;3.00;8.00;1479.00;160.00;2003.00;0.00;98144.00;475924.00;-122294.00;1580.00;1733.00
418800.00;4.00;2.25;2100.00;9984.00;1.00;0.00;0.00;4.00;7.00;1290.00;810.00;1973.00;0.00;98028.00;477365.00;-122242.00;1930.00;10511.00
