squareMeters,numberOfRooms,floors,basement,attic,garage,GuestRoom,price
82310,69,21,1244,2957,527,2,8235493.6
79576,78,24,3003,5956,895,7,7958981.1
73717,72,39,2569,3531,449,9,7380635.7
33851,19,72,1297,3077,944,5,3390907.3
22878,99,50,7075,804,885,3,2293660.4
30352,16,32,887,8816,230,0,3040502.8
75549,16,69,72,6676,708,5,7561347.3
95568,83,73,5347,3481,819,0,9566990.3
15180,44,6,1867,5261,614,3,1518916.3
57582,76,55,7345,7193,385,2,5762906.4
25112,40,99,750,1894,303,2,2518927.4
12558,36,40,2566,9300,214,5,1267518.4
43262,98,86,310,30,677,6,4338500.6
15334,16,43,8275,521,266,2,1535869.6
95409,46,78,3890,3572,796,7,9544720.3
58704,94,53,6928,1991,440,2,5883585.6
14213,73,32,3651,2332,745,3,1428141.3
56007,65,81,5027,2795,104,4,5604820
52330,1,64,1888,8953,705,0,5245987.7
74986,59,94,1878,515,766,3,7510238.9
41043,1,78,5723,8928,603,4,4105841.3
90374,86,24,4161,7692,102,6,9043292.6
73664,52,96,9940,5796,617,2,7368733.1
64693,12,10,9194,8454,352,8,6472400.1
20743,19,15,3648,9698,835,2,2080020.1
1719,5,31,736,6180,165,1,180524.8
61920,10,70,127,7229,867,4,6198911
79047,7,58,5833,2166,309,3,7913249.2
1344,86,10,2060,4922,605,1,135751.6
90170,21,23,739,9878,919,3,9019821
92196,29,84,3300,5145,314,7,9224397.2
5065,71,89,5208,4222,860,1,516232.7
7923,31,1,7056,8383,531,10,799303.1
80237,88,35,6209,8195,134,6,8025945.6
63681,29,16,1778,6912,520,3,6373356.5
33749,44,38,5688,2005,169,2,3379097.1
98664,15,42,3439,5174,222,3,9876359.3
7535,67,58,5069,1953,229,10,756107.2
29827,64,45,8183,1633,197,7,2990376.3
39734,99,81,3606,8899,510,3,3983895.2
1097,31,66,2597,6667,110,8,114412
79629,97,8,5358,6014,615,7,7964152.9
61480,64,39,2121,5473,643,7,6149872.1
89921,60,2,7541,3829,746,1,8995782.8
78256,13,33,5104,5861,206,5,7832866.6
2743,61,20,8385,859,474,8,276139.6
33507,85,87,221,5485,418,9,3360225.3
51859,59,60,7275,1742,572,7,5190340.3
9145,20,59,8147,3620,841,4,919003.9
60072,36,81,619,7012,866,7,6021514.3
33099,3,86,7525,3507,795,2,3322097
48299,88,34,1928,2776,846,1,4838730
72481,18,71,9080,2076,273,9,7254308.1
65822,70,88,5889,8548,396,5,6585590.6
40259,8,25,2455,7709,864,8,4029000.3
43653,13,72,5654,5531,519,1,4374203.2
44008,40,10,894,4609,817,2,4402299.2
6578,34,27,7746,6634,346,6,662084.8
25210,98,34,5454,1034,147,6,2525784.4
72580,79,84,9378,2358,409,1,7269915.6
4722,57,99,806,9281,456,3,481417.5
52967,19,54,9331,3364,497,1,5304068
48046,97,54,7748,5725,428,5,4818306.5
58725,76,5,8990,6610,831,9,5876344.8
80062,78,90,1797,5974,862,4,8007951.1
87547,11,81,7269,1015,715,4,8756084.8
10496,32,39,7069,4886,473,0,1056525.7
53466,98,22,6083,6236,633,0,5354379.7
81164,24,40,2828,3953,749,0,8122770.5
12125,50,45,8208,5066,204,7,1219284.4
73851,51,8,1690,7437,171,1,7387211.7
9327,96,72,193,7414,651,5,942653.1
64000,54,85,9149,8764,389,3,6407878.2
4840,9,70,9078,5734,739,6,497373.2
48164,50,36,5361,8652,995,8,4819035.3
70087,79,81,1736,3512,601,6,7025221.7
68609,67,74,8794,6696,912,6,6870074
92037,100,66,3416,719,762,3,9216204.3
34477,46,24,5761,9696,472,5,3454533.5
16009,87,32,8617,4533,360,4,1609358.2
66061,62,61,6571,1009,670,3,6613492
96142,6,79,1962,1455,832,1,9622454
34341,27,81,1765,8672,727,1,3440578.7
52576,67,16,6790,9295,563,5,5260049.1
31149,95,81,2821,3848,468,6,3122865.2
35958,96,52,1555,2051,362,10,3602301.5
4114,43,14,8440,9977,961,4,415562.6
39995,23,79,4683,7733,111,10,4003367.8
99227,26,82,4052,3302,397,0,9936021.1
39337,54,53,9298,4387,185,7,3939660.7
77980,24,60,4579,3538,469,9,7808460.3
63092,26,84,3993,3156,405,9,6319624
58974,44,78,7758,829,278,7,5904218.8
91156,20,47,9405,4215,842,3,9120679.9
31045,100,35,1750,6368,404,0,3109000
17012,2,6,8324,4354,189,8,1702289.9
21258,38,30,3175,6608,298,9,2131166.1
82808,49,7,2185,9454,459,5,8282112.4
31696,1,57,1062,6869,562,0,3172950.5
76262,16,86,6248,6168,307,5,7636698.1
51127,76,41,1888,6393,818,6,5116713.2
13092,12,11,4448,3610,567,4,1312532.9
84722,8,51,9686,229,318,8,8479242.3
28787,16,83,7495,9057,618,1,2889198.8
18436,31,6,6212,3830,811,6,1852147.2
3426,95,11,828,8074,845,1,345268.2
27193,57,5,2151,4420,386,4,2726538.6
85431,3,33,8326,4450,195,6,8550479.6
11986,9,100,1441,5355,770,9,1207946.4
77744,34,85,3190,9835,379,6,7781079
41419,78,96,8271,1797,309,0,4146569.2
88441,86,65,6096,8178,639,10,8854284.4
6506,10,35,9958,4359,838,10,658467.2
61562,52,87,32,2797,873,7,6164454.1
69355,73,93,3625,4568,796,1,6942882.3
1453,44,5,9078,5907,286,5,152267.9
91524,23,83,5349,3202,400,2,9157838.3
79375,43,6,4513,4415,222,3,7942261.3
15940,42,15,729,4150,526,2,1595269
36425,79,93,6507,5153,629,8,3654949.6
83264,28,20,3072,6741,605,7,8336224.1
26018,58,79,5295,5189,707,2,2608276.2
52194,8,97,2232,1254,970,5,5224594.7
72570,98,97,9856,5766,874,8,7260082.4
88671,68,44,4769,7776,527,10,8871592.7
3796,28,86,4418,8464,412,7,389975.4
94129,29,81,6578,8860,254,3,9419500.8
60490,14,80,2930,5328,953,4,6051979.8
10206,42,56,6807,5748,537,9,1024239.7
14375,1,85,9111,4905,402,4,1449663.9
42168,6,80,8869,7129,364,2,4222857.3
46695,77,78,2840,3484,194,10,4680907.7
1514,97,82,1049,2301,354,10,156371.1
24140,14,13,8956,8962,562,6,2415551.4
68309,3,83,1714,3794,895,10,6836397.6
59288,44,8,4412,3771,219,9,5934463.1
99173,83,35,4914,9549,248,0,9927131.2
20926,75,34,2379,5421,759,1,2093781.1
22567,6,37,3815,2512,654,9,2257816
31873,56,44,9443,1920,393,8,3197462.7
83197,46,68,4439,9572,351,2,8327908.7
57229,73,26,3468,5240,333,8,5729282.1
68143,87,14,2675,4544,994,9,6816133.8
21284,67,63,1589,6243,788,3,2134558
90360,65,4,4727,5639,727,4,9039117.3
83300,84,100,3231,7316,423,8,8338071.1
79770,98,57,8501,7560,363,7,7978838.7
31239,99,77,6178,4301,208,6,3130709.2
49856,95,25,7182,8670,125,6,4992838.7
24840,64,82,3619,7395,504,0,2494109.2
52526,43,28,211,8263,485,2,5261013.8
12797,47,26,9030,5720,961,4,1284541.1
77128,69,79,3383,108,269,4,7721041.8
77708,17,95,2635,7985,546,2,7778998.5
42509,39,83,5212,561,179,1,4260579.7
53436,18,1,6009,1144,178,1,5352131
1344,64,56,3576,8147,404,6,140104
61911,51,89,8178,1534,410,10,6200711
82247,22,34,6593,4948,402,1,8231274.2
20447,11,99,9134,2479,642,8,2056119
54645,96,23,6195,7354,645,0,5466135.7
61453,7,86,8951,8470,558,2,6152438.6
91978,98,6,7355,20,815,9,9201430.5
5826,13,80,3606,6150,922,5,590397.3
20486,81,17,9303,7062,876,10,2052565.3
9474,28,84,6994,4977,156,3,961132.2
98426,11,74,3934,4010,820,8,9850377.2
49072,14,46,9889,5656,245,1,4910288.7
54310,38,34,763,8942,838,7,5435355.8
78289,2,34,5833,8282,168,3,7834644.5
30403,97,84,8656,8575,490,1,3049116.7
62083,16,63,1709,1826,121,8,6212807.1
57405,99,32,1870,1979,653,7,5747803.8
22674,64,87,2214,3509,471,10,2275756.3
51682,76,100,7572,4358,510,6,5179120.7
72001,72,76,7481,6838,695,1,7207458.5
43758,83,94,9550,6177,441,0,4385098.8
63958,92,97,7067,4514,915,1,6409487.3
66049,51,6,6899,6092,368,7,6605823.6
18780,88,77,4010,4344,767,8,1889782.4
88810,90,11,7900,2718,902,3,8883384.3
76936,44,31,3776,8728,330,4,7696025.5
98403,87,10,2823,2933,399,7,9847192.4
30249,96,53,3720,6997,415,10,3026833.3
40588,45,13,4056,8354,827,1,4064857.8
6686,90,73,3114,9333,898,10,674578.9
93703,38,59,7305,4450,869,5,9378462.2
86049,35,49,6318,2182,374,1,8615471.1
44728,4,82,2593,4031,283,8,4482174.4
53565,14,47,9618,3770,273,2,5363979
74769,99,30,3835,8806,288,7,7487371.1
31131,58,55,4193,18,620,5,3119278.6
10526,34,79,9534,5242,359,8,1061695.7
98462,79,38,2792,9579,794,0,9851011.3
55094,82,33,4704,4310,577,4,5513407.6
14293,14,7,9029,304,761,9,1432820.3
45008,37,48,6870,9380,656,1,4511521.2
83857,95,92,1703,3755,806,3,8398328.6
34136,60,18,6937,16,112,4,3422411.1
88123,97,43,4371,5915,174,6,8816802.9
82244,81,28,391,2077,936,3,8231444.1
49609,95,34,9450,5511,500,0,4965921.4
45790,36,4,7987,9541,953,0,4583445.5
44726,77,73,1142,6377,496,5,4480483.1
23481,34,26,3552,6772,887,5,2353320
32633,71,16,7978,4662,526,9,3269031
10549,25,57,774,8107,939,10,1064177.5
38279,30,22,1182,4219,962,6,3828880.8
87413,43,34,1133,9915,774,10,8747829
34378,2,56,5422,8889,988,0,3449885.6
23548,42,26,5326,780,600,8,2363386.1
15614,21,37,7068,6512,667,10,1568188.1
89356,23,18,1305,4432,868,2,8937435.1
39022,97,29,1668,8481,173,7,3905955.8
68731,24,70,1954,3066,938,3,6881235.3
12014,83,1,7206,2816,665,1,1203385.6
55709,95,2,3712,2506,949,10,5574634.5
43434,5,80,8320,3859,931,0,4353911.7
70348,73,43,5865,8533,762,0,7041313.5
39610,92,60,370,9498,976,3,3962981.7
84563,37,66,6720,3869,188,2,8462338.9
71061,42,75,7747,862,466,5,7109849.3
26479,71,99,4468,6440,210,2,2655657.9
3440,62,72,7498,8398,489,5,354630.9
5577,44,79,8539,1227,747,5,565361.4
78789,30,52,5808,1954,198,6,7885033.7
82517,24,97,5963,6047,579,1,8262678.1
11602,85,47,3765,2075,402,5,1167525.8
37195,84,54,9265,68,918,1,3725955.1
32862,3,55,3598,160,370,10,3296638.4
73542,75,83,3925,8169,417,10,7371844.1
24280,29,17,697,3500,550,2,2433903.8
97959,97,52,4558,7617,672,3,9801176.2
42760,89,23,1703,6783,190,1,4280171.1
52429,24,42,1481,5305,490,2,5253024.8
90301,35,89,7394,9780,262,1,9043358.9
89674,6,5,5673,3242,604,4,8968371.2
69242,90,23,3734,4333,110,1,6927700
5802,99,61,542,9793,465,9,583663
53755,33,52,292,1859,580,10,5385263.5
78731,88,79,5914,6048,742,3,7878473.1
22727,54,84,7185,8626,764,3,2288176
95490,7,46,5025,8848,515,10,9553090
78293,20,39,5078,1044,701,10,7832273.4
856,2,38,1600,3603,374,0,94449
17225,31,16,3401,7394,690,10,1723749.4
15118,74,28,6483,9938,944,6,1514316.4
51393,99,68,8696,5199,736,8,5153610.4
75284,15,90,2865,8884,869,4,7531660.1
31609,97,15,2134,2101,174,3,3169821.4
28350,56,82,8713,3892,692,9,2838367.9
58314,84,8,8292,8418,880,0,5835776.1
40327,56,100,8085,5902,951,8,4036268.3
9171,18,9,3760,1522,429,10,917869.6
152,80,18,475,4115,879,10,22160.2
86617,95,69,9790,8030,234,9,8667306.1
72297,40,98,7479,5252,113,10,7234718.1
16361,4,93,9867,6202,554,7,1647116.3
72563,81,39,421,8163,141,6,7260015.8
2749,39,71,7795,43,415,9,283521.6
40987,99,77,4564,7576,942,8,4105390.5
13559,59,100,8510,4428,186,7,1359893
36295,54,3,3177,8829,866,4,3634585.7
77280,49,8,5583,4466,444,5,7734154.9
67529,27,95,815,7329,847,7,6758563.9
84902,26,38,952,633,161,6,8501347.2
41718,22,50,4080,4656,679,1,4181244.8
76298,45,83,4466,4687,753,8,7633806.1
1078,27,72,3539,7738,901,0,120493.2
69205,33,18,410,6080,789,0,6929406.1
55974,55,12,878,2727,225,10,5601532.9
6171,80,5,2474,9900,407,10,621350.9
90716,32,26,4299,2581,279,0,9079770.7
3394,53,69,7541,5334,717,10,341544.4
26312,91,73,685,6035,687,2,2643540.1
999,41,51,3022,7603,849,9,104359.4
27610,29,53,2487,9804,880,8,2768020.4
51036,90,10,434,1150,961,1,5105099.8
6995,86,85,6341,5107,118,6,704035
56025,68,86,3731,7937,857,8,5608298.7
43846,54,89,827,3177,318,7,4391747.5
4039,92,9,3277,7419,574,6,404475.1
42208,26,11,9849,9363,806,5,4224392.3
61004,39,41,6712,7606,387,8,6103922.8
8284,92,21,5937,2755,374,8,830539.2
3525,3,29,3547,9486,479,8,358221.9
12643,90,78,7673,9748,120,8,1278163.1
40513,40,80,5024,7361,418,7,4058569.2
16933,1,19,3821,5726,437,6,1697974
26750,42,74,3650,9895,345,10,2678911.2
85100,9,63,3962,1409,401,4,8517058.7
31141,6,3,3258,8577,514,8,3118168
79252,27,61,2277,6611,922,2,7929634
27444,22,46,1426,8836,123,4,2757164
25263,53,51,9834,1817,183,0,2532250.4
48104,51,58,5228,5175,343,1,4816257.8
88167,3,91,5968,9573,446,6,8823304.6
81316,71,8,8749,1772,765,10,8136403.6
11931,33,14,3791,9715,638,10,1197776.1
25473,48,98,3132,6333,480,8,2555163.3
62986,81,36,895,9126,212,6,6302874.2
22004,18,24,2283,1132,377,3,2206727.2
42826,33,36,9284,7829,603,3,4290813.9
32156,64,78,2413,9674,866,8,3223835.9
40694,99,18,338,3042,724,9,4077703.9
94532,27,28,5959,824,948,2,9455571.7
41269,28,70,9458,8594,417,2,4136202.9
12376,56,79,3177,7284,562,5,1248053.9
29435,69,19,3899,8130,499,10,2948686.1
891,25,14,6195,8027,826,4,94306
81901,89,59,7253,4565,472,5,8200054.2
8138,59,39,57,7754,645,9,815961.4
87901,43,57,6765,4337,994,1,8798163.8
43845,23,57,302,867,917,4,4390445.9
30858,28,32,2575,2710,351,9,3093387.7
80323,100,86,5662,8850,349,1,8045525.5
56727,76,99,5838,8336,251,6,5679000.6
15765,33,13,1003,3215,554,2,1582487.9
86276,45,93,895,925,895,1,8635652.8
2011,61,37,9543,5105,975,2,208435.9
30187,55,82,8079,5017,452,8,3031862.1
95795,48,69,2275,5958,770,7,9585545.2
72820,87,69,6740,8697,849,1,7285517.8
13550,43,37,2437,4308,326,6,1362271.4
72781,12,25,2119,3025,270,1,7280626.9
80294,65,67,8307,6558,413,3,8040382
88086,97,41,1572,5277,195,2,8817211.7
22939,37,25,3285,7116,923,5,2297898.2
68188,23,48,9355,7231,249,10,6828051.2
32244,67,87,8227,5168,188,3,3239674.1
47894,3,52,7893,2905,961,6,4799734.6
16960,39,28,4044,2861,134,3,1700327.2
15330,33,23,9370,7917,850,0,1535813.9
60443,81,37,1402,4592,960,8,6046307.7
26304,79,23,5209,1391,968,2,2632641.6
60619,62,93,3414,7498,537,5,6076849
53690,5,88,783,6981,391,0,5375387
21104,12,86,8164,7067,194,0,2117222.8
98551,68,78,1830,9237,206,10,9860229.2
61238,70,39,4070,5767,119,3,6131806.3
40846,23,3,8833,4877,711,0,4089009.4
90262,97,45,3904,7443,447,10,9035172.8
30322,54,7,1680,8794,360,8,3032885.5
35503,12,5,7685,6884,459,3,3557443.2
56701,27,36,7864,6314,706,4,5679272.9
27786,79,45,5008,9584,519,6,2783279.1
17685,13,46,4525,5811,153,4,1772972.7
36871,80,71,7399,3115,507,0,3692818.5
66070,38,10,9697,7179,375,5,6616285.7
78004,71,96,4527,2138,329,6,7816750
11998,61,53,5529,198,979,6,1208637.6
27176,60,26,6042,2264,452,6,2724809.3
79517,9,45,8360,9493,190,5,7955735
99367,5,21,9239,4715,856,8,9942514.3
94222,26,75,5350,3550,305,2,9424799
30144,93,94,7886,4098,253,4,3024682.9
84688,40,45,5093,944,645,8,8472631.7
58623,42,15,3185,9226,755,4,5866256.6
97380,94,7,6798,2050,997,7,9745017.6
16668,62,68,4303,7846,513,5,1673885.8
73212,16,70,3789,6826,984,9,7329443
18053,51,5,174,9186,675,7,1805820
3205,52,4,9186,4968,580,7,323978.4
62506,72,54,3573,5284,635,0,6252728.3
8394,36,23,7546,2949,548,0,847621.1
88637,80,50,755,5076,801,6,8866500.9
85275,61,97,7590,1064,484,0,8540701.6
24420,46,27,501,1732,293,0,2444385.1
52912,87,15,2340,7491,687,6,5301627.1
6708,96,12,2487,6458,307,7,674285.1
30514,83,73,7080,8053,538,4,3061149.4
87543,85,10,4940,1464,623,8,8758617.7
48324,27,80,7317,6159,806,0,4840107.1
43247,6,9,9115,6839,269,3,4326266.9
48932,96,4,257,7363,349,0,4900232.5
926,57,94,5063,6310,716,0,105869.7
61039,89,89,8374,2465,295,2,6113757
57967,52,68,5172,8075,644,10,5802218.8
24313,46,53,1365,1075,437,10,2438137.3
65546,74,21,1708,6526,585,0,6559358.1
58284,35,73,4127,8457,753,0,5838204.6
65417,66,82,5200,4265,891,5,6550299.4
67724,64,32,9339,6052,751,2,6780960.1
62039,56,41,1876,5443,905,4,6205356.6
55369,37,52,4601,6754,336,3,5546033
27592,14,24,9886,4315,246,8,2765037.9
99757,15,34,132,5236,313,0,9983872.5
56256,84,84,3473,717,931,0,5639542.1
79718,53,89,4743,1691,439,8,7973973.8
77913,6,82,6930,9386,561,9,7794411
11169,97,97,2978,2048,171,4,1135694
15723,100,5,2554,6862,253,3,1576275.7
40806,34,71,6778,779,716,7,4089457.4
39348,26,65,6637,9738,139,1,3945410
17762,59,40,6834,51,457,6,1782317.9
16006,64,81,5205,4975,431,9,1606879.4
49026,22,12,6192,9430,318,8,4904339.1
43905,58,49,1108,8561,191,4,4396172.4
45323,16,60,4067,1691,779,4,4537806.9
37656,7,87,3590,4798,703,2,3773756
96151,75,100,481,9967,224,0,9629194.3
61788,26,39,1256,3981,341,7,6183155
4933,77,3,8050,2871,296,4,494065.5
36905,38,96,9950,2629,705,10,3694640.4
5589,17,64,2946,2894,547,2,571738
83526,38,84,4920,3764,533,8,8368737.2
62166,68,42,800,456,911,2,6222231.9
82953,36,94,9535,9545,634,2,8301213.2
97895,1,45,5932,1618,783,2,9796308.3
69265,11,83,6004,4723,803,5,6931554.8
85476,36,44,6698,6043,692,7,8553019.2
50251,14,53,1647,3810,141,8,5037541.9
11484,92,4,4233,6506,682,10,1153872.6
17315,4,80,5949,4237,666,0,1740209.1
36511,57,12,5545,9658,312,3,3653650.4
88307,62,11,9220,6850,613,1,8837519.5
27900,1,96,5210,7900,622,7,2796434.5
78199,93,15,4837,2752,569,4,7825365.3
21912,73,42,8105,249,366,7,2195690
9374,93,64,3792,3120,490,6,948170.8
89490,98,47,7956,8045,762,1,8951286.3
43204,26,60,7185,148,945,2,4322921.5
16357,96,15,6899,9041,464,9,1640789.7
88997,90,84,6367,5762,404,7,8909466.3
36705,38,23,2585,6833,450,3,3676738
63751,77,37,4432,7487,833,5,6383612.1
98419,62,18,2894,7103,731,4,9844171.7
21167,27,66,4548,6383,625,9,2121941.3
11629,92,64,320,1148,201,9,1173671
60278,96,38,1956,934,269,4,6032040
84619,27,35,7529,8056,482,8,8468432.6
33779,69,46,6656,1594,881,6,3387381.9
85134,65,94,9053,1150,846,1,8522625.8
70137,41,85,4538,3321,893,10,7018139.8
94839,98,94,408,4915,120,6,9488360.1
13735,92,1,3610,898,690,9,1378845.1
42940,15,95,880,9484,460,9,4302940.2
55144,48,87,2299,543,724,8,5525409.1
63505,37,5,1791,981,547,4,6354413.9
31869,19,51,1412,5277,333,1,3191873.2
79857,62,46,4707,1272,469,2,7988061.8
21796,25,8,2344,8818,302,6,2184961.9
5724,31,24,4580,6318,479,9,580503.7
79837,56,61,6045,4814,939,8,7991469.9
68856,98,57,7138,4102,725,0,6893304.9
6473,56,35,822,5489,568,7,651720.2
20159,23,54,6989,1853,283,9,2024367.1
76995,87,50,7098,5945,688,5,7706348.7
51461,45,28,1861,1316,198,10,5152982.7
57104,9,49,1420,9330,640,9,5717757.7
64834,64,17,3719,5893,546,7,6490258.3
60162,93,9,874,2635,101,9,6020751.4
88942,46,68,2778,9520,183,2,8900440.3
35551,82,4,1082,9949,510,9,3562999.9
63076,8,54,8663,9637,670,5,6318959.9
69073,4,7,7827,3534,830,3,6911097.1
62979,58,85,4145,9449,905,1,6301868.6
97328,43,83,8767,5270,218,0,9739502
83520,50,78,4440,3848,807,6,8354366
77791,94,67,2582,2734,854,3,7786745.9
45215,81,40,5896,4706,964,4,4528000.7
12012,78,83,2412,7689,140,2,1210218.8
55113,22,12,2108,3446,936,0,5519790.6
39298,78,40,9636,1714,583,0,3934536.8
83705,94,27,6632,1689,757,9,8372582.8
84039,59,82,344,9885,571,8,8415253.5
61089,8,14,8139,8026,359,10,6112177.1
73080,96,28,2800,3779,687,2,7311244
31501,57,67,5054,6403,139,9,3157956.3
39170,54,41,2427,8845,187,7,3926220.5
41000,5,8,7245,4667,668,0,4101893.1
27803,8,75,2798,9431,228,6,2784033.8
13910,75,80,1194,2917,103,2,1404398.5
91275,17,21,5497,2263,224,8,9133455.9
60018,28,64,554,7137,336,2,6008211.2
3237,82,99,7466,8347,202,10,333538.8
65946,98,63,5802,1095,740,1,6597608.5
84696,69,25,6935,5142,541,6,8472972.1
8392,81,97,5071,7075,844,6,848992.8
29063,54,100,2467,4910,294,1,2916890
84148,97,100,9349,9814,864,2,8418964.5
67210,22,68,4144,1204,613,0,6731422.8
61129,44,33,8553,6798,440,10,6121496.8
63416,94,72,3566,6130,141,8,6347507.6
12636,70,28,9656,8846,481,0,1269858.9
70806,79,62,7008,7774,310,1,7089274.1
29589,44,53,4510,9146,923,7,2968021.9
14621,40,41,9586,6957,633,7,1465123.6
28281,49,33,8210,8529,839,5,2829887.8
1832,94,76,1757,7469,937,10,190497.2
77216,46,57,578,7732,456,4,7723483.7
80909,44,37,1151,6421,627,5,8094783.9
64411,88,28,5730,1854,905,2,6443803.6
42490,73,20,4773,3534,706,8,4252006.2
32724,84,27,6354,4899,757,0,3273920.1
4502,94,90,6372,8791,977,0,462779.2
95464,28,88,5369,3335,293,8,9552982
27541,55,75,3935,87,856,1,2765257.6
42648,55,61,8489,5873,533,1,4271244
80002,42,76,5678,8046,135,4,8007425.5
99145,95,48,3903,4181,852,10,9923111.1
70574,11,72,4972,746,758,3,7064747.6
8096,90,27,2672,3488,762,1,815549.2
12757,15,89,9361,3240,291,9,1287195.2
29480,66,77,4555,7640,574,6,2958907.8
85503,42,20,5317,33,488,3,8553712.7
77851,35,98,5658,3181,147,3,7788297.9
35352,89,18,8670,8810,471,6,3540142
96720,14,27,9849,1645,778,8,9680680.4
6629,41,32,8331,9361,293,6,666360.4
2210,29,51,440,2468,202,4,230691.9
32476,14,32,7818,661,900,8,3251348.6
70837,57,35,9709,5388,272,1,7089763.3
54042,17,76,2160,5116,112,4,5419304.8
98939,21,13,1449,4146,662,6,9899616
62871,76,30,7769,4322,462,4,6290336.7
67959,65,3,9689,5034,965,3,6798522.5
70614,38,9,8522,9457,628,2,7064089.4
12877,83,64,4350,2180,311,9,1291196.1
90947,75,8,6379,653,595,10,9098966
58619,86,61,7249,342,171,6,5867256.4
55617,24,55,2478,1511,147,1,5572546.9
59318,7,23,7247,7051,561,9,5938361.1
31505,13,6,729,5519,534,0,3153329.1
4280,98,41,6036,5694,117,9,437389.8
25394,71,83,7256,6823,570,10,2543531.9
8353,53,88,3371,1804,561,3,847023.1
55871,52,91,678,6507,851,9,5588933
81440,29,50,530,7022,715,0,8150830.1
32037,74,15,1969,240,970,7,3206943.3
80426,15,99,1905,9643,137,6,8053552.3
90339,74,3,4282,3627,552,5,9034852.7
86848,93,56,9493,8925,224,1,8691290.2
97435,90,67,2229,9850,197,8,9752191
28760,63,3,8705,7836,681,7,2878626.3
18209,51,60,6216,6588,315,10,1829917.7
628,70,75,7428,2642,150,2,68498
85637,43,19,7098,678,946,3,8565946.8
70630,24,99,2449,2510,278,1,7073702.2
32282,48,97,672,2704,532,3,3234723.3
96877,77,94,9944,5824,481,2,9692657.2
71673,98,28,608,9691,275,10,7172397.2
48130,20,9,5002,8403,187,9,4815765.5
86247,92,70,9631,6981,560,3,8630082.1
56361,40,22,110,3864,229,3,5639699.5
50336,11,97,5190,9575,451,2,5041774.6
69440,73,80,588,1062,974,3,6951545.5
58882,25,60,1708,387,313,5,5894427.8
33131,42,95,6469,3527,758,3,3320746
12463,2,51,9892,4415,951,3,1247764
3166,87,73,2737,9233,820,5,327022.9
19084,54,96,5774,7169,954,6,1917423.2
22348,78,34,5562,2493,327,2,2238999.3
65050,3,54,5764,2640,330,4,6508789.3
29721,94,76,5160,5030,136,6,2981160.1
50793,51,21,4263,8736,860,10,5082950.5
68186,84,99,9946,2378,229,8,6835138.3
11253,32,2,8762,5573,787,0,1129352.7
41987,94,26,6361,935,283,6,4203907.5
12425,17,85,6387,8467,652,5,1248831.3
55434,55,97,9485,3863,774,9,5547739.5
52353,13,81,4645,6667,705,0,5246946.1
93918,70,80,383,7585,525,4,9404641.9
64312,22,89,9550,3567,268,2,6438512.2
36558,40,24,3190,4409,337,4,3659640.4
68575,56,26,6193,3809,811,7,6864163.4
67665,100,61,2212,420,825,10,6773957.4
24415,18,79,7712,8172,153,3,2452866.2
65222,63,98,476,7378,637,7,6532384.1
46276,33,67,9148,4860,736,10,4632070.4
71398,36,83,6475,5973,138,6,7143594.2
64894,8,28,8207,9981,218,0,6495345.2
50556,43,34,4398,9748,666,6,5061327.1
9776,15,74,2334,3108,503,7,984138.2
96347,68,55,9802,3929,682,9,9637701.8
78357,13,98,2629,9034,842,5,7839653.6
2744,62,4,1359,9623,475,9,278798.8
90703,80,88,7611,5407,183,10,9082664.4
57415,21,43,7766,2974,260,0,5752367
85486,33,46,4228,1406,388,2,8553308.3
90981,76,89,3249,515,429,6,9107657.3
12989,47,95,4646,5025,642,10,1306641.7
89561,54,92,1171,1845,982,4,8968239.3
28828,63,11,852,4236,507,1,2893152.8
50956,33,25,3939,7465,370,1,5096675.8
13082,24,48,6406,5906,892,3,1316514.5
30645,87,28,7360,8340,674,7,3068569.1
87669,30,23,5640,1935,520,8,8777427
3577,50,94,1661,3944,536,10,366957.3
92943,43,9,990,6301,967,8,9300361.4
34721,80,55,8493,9639,434,1,3474091.2
34764,16,80,7869,9091,972,6,3484320
51329,27,63,7702,5317,745,7,5137918
77198,68,76,5289,6596,844,3,7728649
59560,21,69,3889,5046,843,0,5960180.9
28561,85,11,9667,9533,381,7,2862521.9
24323,65,46,5226,5244,682,4,2439231.5
74383,58,14,6646,9713,984,6,7439935.2
93734,17,62,2504,3891,325,2,9385146.9
30342,26,91,7782,3894,494,10,3039602
69629,20,95,8397,9994,934,7,6972311.6
70494,69,98,5652,6478,160,9,7059376.5
2609,84,88,7248,6156,545,1,270146.2
95610,12,28,3708,7069,659,4,9567484.3
26046,6,52,7397,7035,770,5,2609010.2
65309,69,27,1967,8462,143,1,6532309.1
17872,82,89,5328,9057,997,3,1791761.2
46735,54,28,930,2111,218,7,4682390.4
50560,23,49,6472,6235,800,5,5058512.2
19714,35,47,839,7972,931,9,1983648.6
41132,53,53,3108,107,133,1,4122535.4
47615,4,77,4618,339,371,5,4768372.6
16187,31,22,8179,2845,587,1,1626142.4
31616,59,35,4466,5674,790,10,3166791.8
6551,52,3,5284,4222,267,10,662414.8
34162,76,78,9530,5520,142,5,3426173.8
23123,64,24,2847,9028,497,8,2319772.4
65118,46,34,6403,7699,414,5,6521916.1
52287,45,33,4820,8100,422,8,5233872.3
86437,45,71,5509,2903,178,8,8651644.1
53662,94,61,1995,8809,766,5,5371947.3
