price;speed;hd;ram;screen;ads;trend
1844.00;33.00;107.00;2.00;14.00;283.00;10.00
1395.00;33.00;212.00;4.00;14.00;283.00;10.00
2744.00;25.00;528.00;16.00;14.00;283.00;10.00
2144.00;25.00;426.00;8.00;14.00;283.00;10.00
2295.00;33.00;426.00;8.00;14.00;283.00;10.00
1995.00;33.00;214.00;4.00;14.00;283.00;10.00
1539.00;25.00;120.00;4.00;14.00;283.00;10.00
2645.00;66.00;340.00;8.00;17.00;283.00;10.00
2090.00;25.00;426.00;8.00;14.00;283.00;10.00
2999.00;66.00;340.00;4.00;15.00;283.00;10.00
1899.00;25.00;120.00;4.00;14.00;283.00;10.00
1649.00;25.00;120.00;4.00;14.00;283.00;10.00
1699.00;66.00;170.00;4.00;14.00;283.00;10.00
1395.00;25.00;107.00;2.00;14.00;283.00;10.00
1769.00;33.00;170.00;4.00;14.00;283.00;10.00
1894.00;25.00;214.00;4.00;14.00;283.00;10.00
1599.00;33.00;212.00;4.00;14.00;283.00;10.00
2565.00;33.00;340.00;8.00;17.00;283.00;10.00
2899.00;50.00;240.00;4.00;14.00;283.00;10.00
1694.00;33.00;107.00;2.00;14.00;283.00;10.00
2375.00;66.00;340.00;8.00;15.00;283.00;10.00
2344.00;66.00;214.00;4.00;14.00;283.00;10.00
1594.00;25.00;107.00;2.00;14.00;283.00;10.00
1995.00;25.00;426.00;8.00;14.00;283.00;10.00
2749.00;33.00;340.00;4.00;15.00;283.00;10.00
2225.00;66.00;340.00;8.00;15.00;283.00;10.00
1999.00;33.00;340.00;8.00;14.00;283.00;10.00
1994.00;50.00;240.00;4.00;15.00;283.00;10.00
1994.00;33.00;214.00;4.00;14.00;283.00;10.00
2364.00;33.00;212.00;4.00;14.00;283.00;10.00
2795.00;33.00;528.00;16.00;14.00;283.00;10.00
1595.00;33.00;212.00;4.00;14.00;283.00;10.00
2590.00;25.00;528.00;16.00;14.00;283.00;10.00
2165.00;33.00;340.00;8.00;15.00;283.00;10.00
2495.00;66.00;426.00;8.00;14.00;283.00;10.00
2390.00;33.00;340.00;8.00;14.00;283.00;10.00
2090.00;25.00;426.00;8.00;15.00;283.00;10.00
2374.00;33.00;120.00;4.00;14.00;283.00;10.00
2244.00;33.00;214.00;4.00;14.00;283.00;10.00
2498.00;50.00;340.00;8.00;15.00;283.00;10.00
2329.00;33.00;340.00;8.00;17.00;283.00;10.00
2595.00;33.00;528.00;16.00;14.00;283.00;10.00
2290.00;66.00;214.00;4.00;15.00;283.00;10.00
2495.00;66.00;340.00;8.00;15.00;283.00;10.00
2190.00;50.00;214.00;4.00;14.00;283.00;10.00
2459.00;33.00;340.00;4.00;14.00;283.00;10.00
1395.00;25.00;107.00;4.00;14.00;283.00;10.00
2390.00;33.00;426.00;8.00;15.00;283.00;10.00
1599.00;25.00;120.00;4.00;14.00;283.00;10.00
2644.00;50.00;426.00;8.00;14.00;283.00;10.00
1695.00;25.00;214.00;4.00;14.00;283.00;10.00
2095.00;66.00;340.00;4.00;15.00;283.00;10.00
2144.00;66.00;107.00;2.00;14.00;283.00;10.00
2699.00;66.00;245.00;8.00;15.00;283.00;10.00
2595.00;33.00;340.00;8.00;17.00;283.00;10.00
1990.00;66.00;107.00;2.00;14.00;283.00;10.00
1499.00;25.00;120.00;4.00;14.00;283.00;10.00
1944.00;25.00;214.00;4.00;14.00;283.00;10.00
1999.00;66.00;170.00;4.00;14.00;283.00;10.00
2244.00;50.00;214.00;4.00;14.00;283.00;10.00
2294.00;33.00;426.00;8.00;14.00;283.00;10.00
3015.00;66.00;340.00;8.00;17.00;283.00;10.00
2699.00;66.00;245.00;8.00;15.00;283.00;10.00
2499.00;33.00;250.00;8.00;15.00;283.00;10.00
3144.00;66.00;528.00;16.00;14.00;283.00;10.00
1799.00;33.00;230.00;4.00;14.00;283.00;10.00
2290.00;66.00;214.00;4.00;14.00;283.00;10.00
1949.00;50.00;340.00;4.00;14.00;283.00;10.00
2395.00;50.00;340.00;4.00;17.00;283.00;10.00
1929.00;66.00;210.00;4.00;15.00;283.00;10.00
1799.00;33.00;120.00;4.00;14.00;283.00;10.00
3899.00;66.00;540.00;16.00;17.00;283.00;10.00
3334.00;66.00;528.00;16.00;15.00;283.00;10.00
2795.00;66.00;545.00;8.00;14.00;283.00;10.00
1469.00;33.00;170.00;4.00;14.00;283.00;10.00
2439.00;50.00;340.00;8.00;17.00;283.00;10.00
1644.00;25.00;107.00;2.00;14.00;283.00;10.00
2444.00;33.00;426.00;8.00;14.00;283.00;10.00
2249.00;33.00;230.00;4.00;15.00;283.00;10.00
3044.00;50.00;528.00;16.00;14.00;283.00;10.00
2494.00;33.00;426.00;8.00;14.00;283.00;10.00
1789.00;33.00;120.00;4.00;14.00;283.00;10.00
2990.00;50.00;528.00;16.00;15.00;283.00;10.00
1944.00;33.00;107.00;2.00;14.00;283.00;10.00
2090.00;33.00;214.00;4.00;14.00;283.00;10.00
3135.00;33.00;1370.00;8.00;14.00;283.00;10.00
1995.00;33.00;340.00;8.00;15.00;283.00;10.00
1790.00;25.00;214.00;4.00;15.00;283.00;10.00
3315.00;66.00;545.00;8.00;17.00;283.00;10.00
1790.00;25.00;214.00;4.00;14.00;283.00;10.00
1925.00;33.00;250.00;4.00;15.00;283.00;10.00
2705.00;66.00;545.00;8.00;15.00;283.00;10.00
3144.00;50.00;528.00;16.00;14.00;283.00;10.00
1890.00;50.00;107.00;2.00;15.00;283.00;10.00
2694.00;66.00;426.00;8.00;14.00;283.00;10.00
2044.00;33.00;170.00;4.00;15.00;283.00;10.00
1925.00;66.00;340.00;4.00;14.00;283.00;10.00
2559.00;66.00;340.00;8.00;17.00;283.00;10.00
1295.00;25.00;170.00;4.00;14.00;283.00;10.00
2590.00;25.00;528.00;16.00;15.00;283.00;10.00
2095.00;50.00;214.00;4.00;14.00;283.00;10.00
2104.00;33.00;120.00;4.00;14.00;283.00;10.00
2644.00;66.00;426.00;8.00;14.00;283.00;10.00
2644.00;25.00;528.00;16.00;14.00;283.00;10.00
1990.00;66.00;107.00;2.00;15.00;283.00;10.00
2149.00;66.00;340.00;4.00;14.00;283.00;10.00
2449.00;50.00;230.00;4.00;15.00;283.00;10.00
2294.00;50.00;214.00;4.00;14.00;283.00;10.00
1944.00;33.00;214.00;4.00;14.00;283.00;10.00
1544.00;25.00;170.00;4.00;15.00;283.00;10.00
1699.00;33.00;210.00;4.00;15.00;283.00;10.00
1995.00;33.00;340.00;8.00;14.00;283.00;10.00
3319.00;66.00;527.00;4.00;15.00;283.00;10.00
3244.00;66.00;528.00;16.00;14.00;283.00;10.00
2299.00;66.00;120.00;4.00;14.00;283.00;10.00
1590.00;33.00;107.00;2.00;15.00;283.00;10.00
2774.00;33.00;340.00;4.00;14.00;283.00;10.00
3589.00;66.00;527.00;8.00;15.00;283.00;10.00
2495.00;25.00;528.00;16.00;14.00;283.00;10.00
1809.00;50.00;210.00;4.00;15.00;283.00;10.00
1519.00;50.00;130.00;4.00;14.00;283.00;10.00
1299.00;25.00;170.00;4.00;14.00;283.00;10.00
1395.00;25.00;170.00;4.00;14.00;283.00;10.00
1785.00;33.00;340.00;4.00;15.00;283.00;10.00
2194.00;33.00;214.00;4.00;14.00;283.00;10.00
999.00;33.00;80.00;2.00;14.00;283.00;10.00
3065.00;33.00;545.00;8.00;17.00;283.00;10.00
1845.00;50.00;240.00;4.00;14.00;283.00;10.00
3044.00;33.00;528.00;16.00;14.00;283.00;10.00
2690.00;33.00;528.00;16.00;14.00;283.00;10.00
2099.00;33.00;120.00;4.00;14.00;283.00;10.00
1699.00;25.00;212.00;4.00;14.00;283.00;10.00
1964.00;25.00;120.00;4.00;14.00;283.00;10.00
3194.00;66.00;528.00;16.00;14.00;283.00;10.00
1490.00;25.00;107.00;2.00;15.00;283.00;10.00
2244.00;25.00;426.00;8.00;14.00;283.00;10.00
2059.00;33.00;120.00;4.00;14.00;283.00;10.00
3094.00;50.00;528.00;16.00;14.00;283.00;10.00
1795.00;50.00;107.00;2.00;14.00;283.00;10.00
2844.00;33.00;528.00;16.00;14.00;283.00;10.00
2994.00;33.00;528.00;16.00;14.00;283.00;10.00
2475.00;33.00;545.00;8.00;15.00;283.00;10.00
2049.00;33.00;212.00;4.00;14.00;283.00;10.00
3090.00;66.00;528.00;16.00;14.00;283.00;10.00
2744.00;33.00;528.00;16.00;14.00;283.00;10.00
2729.00;66.00;245.00;4.00;15.00;283.00;10.00
1944.00;50.00;107.00;2.00;14.00;283.00;10.00
2344.00;33.00;426.00;8.00;14.00;283.00;10.00
1685.00;33.00;340.00;4.00;14.00;283.00;10.00
1695.00;33.00;107.00;2.00;14.00;283.00;10.00
1495.00;33.00;107.00;2.00;14.00;283.00;10.00
2195.00;50.00;340.00;8.00;14.00;283.00;10.00
2195.00;66.00;214.00;4.00;14.00;283.00;10.00
2890.00;33.00;528.00;16.00;15.00;283.00;10.00
2199.00;50.00;230.00;8.00;15.00;283.00;10.00
2395.00;66.00;340.00;8.00;15.00;283.00;10.00
2295.00;50.00;340.00;8.00;15.00;283.00;10.00
1490.00;25.00;107.00;2.00;14.00;283.00;10.00
1895.00;33.00;170.00;4.00;14.00;283.00;10.00
1890.00;33.00;214.00;4.00;14.00;283.00;10.00
1795.00;33.00;214.00;4.00;14.00;283.00;10.00
1799.00;33.00;170.00;4.00;14.00;283.00;10.00
1899.00;50.00;340.00;4.00;14.00;283.00;10.00
2875.00;33.00;1370.00;4.00;15.00;283.00;10.00
2044.00;33.00;214.00;4.00;14.00;283.00;10.00
2394.00;66.00;214.00;4.00;14.00;283.00;10.00
2244.00;33.00;426.00;8.00;14.00;283.00;10.00
2094.00;66.00;107.00;2.00;14.00;283.00;10.00
2344.00;50.00;214.00;4.00;14.00;283.00;10.00
1895.00;66.00;107.00;2.00;14.00;283.00;10.00
2690.00;66.00;340.00;8.00;15.00;283.00;10.00
1895.00;25.00;170.00;4.00;17.00;283.00;10.00
1844.00;25.00;214.00;4.00;14.00;283.00;10.00
2799.00;66.00;340.00;16.00;15.00;283.00;10.00
1894.00;33.00;107.00;2.00;14.00;283.00;10.00
4999.00;66.00;525.00;8.00;17.00;283.00;10.00
1544.00;25.00;107.00;2.00;14.00;283.00;10.00
1690.00;25.00;170.00;4.00;14.00;283.00;10.00
3649.00;66.00;450.00;8.00;15.00;283.00;10.00
2545.00;33.00;545.00;8.00;14.00;283.00;10.00
1890.00;50.00;107.00;2.00;14.00;283.00;10.00
2834.00;66.00;426.00;8.00;15.00;283.00;10.00
2490.00;50.00;340.00;8.00;15.00;283.00;10.00
2044.00;66.00;107.00;2.00;14.00;283.00;10.00
2794.00;33.00;528.00;16.00;14.00;283.00;10.00
1279.00;33.00;130.00;4.00;14.00;283.00;10.00
2815.00;50.00;340.00;8.00;17.00;283.00;10.00
3595.00;66.00;340.00;16.00;17.00;283.00;10.00
2315.00;33.00;545.00;4.00;15.00;283.00;10.00
1449.00;25.00;120.00;4.00;14.00;283.00;10.00
1369.00;33.00;130.00;4.00;14.00;283.00;10.00
1479.00;50.00;130.00;4.00;14.00;283.00;10.00
2649.00;50.00;340.00;8.00;15.00;283.00;10.00
2095.00;33.00;250.00;4.00;15.00;283.00;10.00
1999.00;33.00;170.00;4.00;14.00;283.00;10.00
2390.00;33.00;426.00;8.00;14.00;283.00;10.00
1599.00;66.00;130.00;4.00;14.00;283.00;10.00
2595.00;66.00;340.00;4.00;17.00;283.00;10.00
1790.00;33.00;107.00;2.00;14.00;283.00;10.00
2190.00;50.00;340.00;4.00;14.00;283.00;10.00
1879.00;50.00;170.00;4.00;14.00;283.00;10.00
2194.00;25.00;426.00;8.00;14.00;283.00;10.00
1399.00;33.00;212.00;4.00;14.00;283.00;10.00
1995.00;66.00;340.00;4.00;14.00;283.00;10.00
2095.00;33.00;340.00;8.00;15.00;283.00;10.00
2674.00;33.00;245.00;8.00;14.00;283.00;10.00
2044.00;50.00;107.00;2.00;14.00;283.00;10.00
2995.00;66.00;528.00;16.00;14.00;283.00;10.00
1995.00;33.00;212.00;4.00;17.00;283.00;10.00
2390.00;66.00;340.00;4.00;14.00;283.00;10.00
1395.00;25.00;170.00;4.00;15.00;283.00;10.00
2995.00;66.00;424.00;16.00;15.00;283.00;10.00
2999.00;66.00;450.00;16.00;15.00;283.00;10.00
2944.00;33.00;528.00;16.00;14.00;283.00;10.00
3515.00;66.00;424.00;16.00;17.00;283.00;10.00
2690.00;33.00;528.00;16.00;15.00;283.00;10.00
1990.00;33.00;212.00;4.00;14.00;283.00;10.00
1994.00;50.00;107.00;2.00;14.00;283.00;10.00
2799.00;66.00;450.00;8.00;15.00;283.00;10.00
2990.00;50.00;528.00;16.00;14.00;283.00;10.00
2359.00;33.00;245.00;8.00;14.00;283.00;10.00
2345.00;66.00;250.00;4.00;15.00;283.00;10.00
2175.00;66.00;250.00;4.00;15.00;283.00;10.00
2544.00;50.00;426.00;8.00;14.00;283.00;10.00
1899.00;33.00;120.00;4.00;14.00;283.00;10.00
2490.00;50.00;426.00;8.00;15.00;283.00;10.00
3190.00;66.00;424.00;16.00;15.00;283.00;10.00
1590.00;33.00;107.00;2.00;14.00;283.00;10.00
2565.00;66.00;545.00;4.00;15.00;283.00;10.00
2895.00;50.00;528.00;16.00;14.00;283.00;10.00
3198.00;66.00;450.00;16.00;15.00;283.00;10.00
3199.00;66.00;340.00;16.00;15.00;283.00;10.00
2024.00;25.00;120.00;4.00;14.00;283.00;10.00
1789.00;33.00;250.00;4.00;14.00;283.00;10.00
2145.00;33.00;340.00;8.00;15.00;283.00;10.00
1854.00;25.00;120.00;4.00;14.00;283.00;10.00
1790.00;33.00;107.00;2.00;15.00;283.00;10.00
2415.00;33.00;340.00;8.00;17.00;283.00;10.00
3249.00;66.00;450.00;4.00;15.00;283.00;10.00
1895.00;50.00;340.00;4.00;15.00;283.00;10.00
2590.00;66.00;426.00;8.00;14.00;283.00;10.00
2190.00;33.00;426.00;8.00;15.00;283.00;10.00
2795.00;66.00;340.00;8.00;17.00;283.00;10.00
2890.00;33.00;528.00;16.00;14.00;283.00;10.00
2490.00;50.00;426.00;8.00;14.00;283.00;10.00
2144.00;33.00;214.00;4.00;14.00;283.00;10.00
1539.00;25.00;212.00;4.00;14.00;283.00;10.00
2694.00;25.00;528.00;16.00;14.00;283.00;10.00
2699.00;33.00;240.00;4.00;14.00;283.00;10.00
2594.00;50.00;426.00;8.00;14.00;283.00;10.00
3044.00;66.00;245.00;4.00;15.00;283.00;10.00
1579.00;50.00;170.00;4.00;14.00;283.00;10.00
2999.00;66.00;424.00;8.00;15.00;283.00;10.00
1695.00;33.00;212.00;4.00;15.00;283.00;10.00
1890.00;33.00;214.00;4.00;15.00;283.00;10.00
2444.00;66.00;214.00;4.00;14.00;283.00;10.00
1795.00;50.00;340.00;4.00;14.00;283.00;10.00
1744.00;33.00;107.00;2.00;14.00;283.00;10.00
1449.00;25.00;212.00;4.00;14.00;283.00;10.00
3125.00;66.00;1370.00;4.00;15.00;283.00;10.00
1495.00;33.00;212.00;4.00;15.00;283.00;10.00
3090.00;66.00;528.00;16.00;15.00;283.00;10.00
1499.00;33.00;212.00;4.00;14.00;283.00;10.00
2995.00;66.00;340.00;16.00;15.00;259.00;11.00
3199.00;66.00;340.00;16.00;15.00;259.00;11.00
3334.00;66.00;528.00;16.00;15.00;259.00;11.00
3595.00;66.00;452.00;8.00;14.00;259.00;11.00
1899.00;33.00;120.00;4.00;14.00;259.00;11.00
2090.00;33.00;214.00;4.00;15.00;259.00;11.00
3244.00;66.00;528.00;16.00;14.00;259.00;11.00
1644.00;25.00;107.00;2.00;14.00;259.00;11.00
3044.00;33.00;528.00;16.00;14.00;259.00;11.00
1295.00;25.00;212.00;4.00;14.00;259.00;11.00
1798.00;25.00;120.00;4.00;14.00;259.00;11.00
1690.00;25.00;212.00;4.00;14.00;259.00;11.00
3708.00;66.00;527.00;8.00;15.00;259.00;11.00
2495.00;66.00;424.00;8.00;15.00;259.00;11.00
2790.00;50.00;426.00;8.00;14.00;259.00;11.00
1890.00;33.00;214.00;4.00;15.00;259.00;11.00
1795.00;33.00;214.00;8.00;14.00;259.00;11.00
3395.00;33.00;452.00;8.00;14.00;259.00;11.00
2095.00;33.00;212.00;4.00;17.00;259.00;11.00
2890.00;33.00;528.00;16.00;15.00;259.00;11.00
2344.00;50.00;214.00;4.00;14.00;259.00;11.00
2390.00;25.00;426.00;8.00;14.00;259.00;11.00
1964.00;25.00;120.00;4.00;14.00;259.00;11.00
3015.00;66.00;424.00;8.00;17.00;259.00;11.00
2190.00;50.00;107.00;2.00;14.00;259.00;11.00
3515.00;66.00;424.00;16.00;17.00;259.00;11.00
1899.00;25.00;120.00;4.00;14.00;259.00;11.00
2690.00;33.00;528.00;16.00;15.00;259.00;11.00
2490.00;50.00;426.00;8.00;15.00;259.00;11.00
3544.00;66.00;340.00;16.00;17.00;259.00;11.00
1925.00;66.00;340.00;4.00;15.00;259.00;11.00
2545.00;66.00;340.00;8.00;17.00;259.00;11.00
2995.00;66.00;528.00;8.00;15.00;259.00;11.00
2125.00;66.00;340.00;8.00;15.00;259.00;11.00
2395.00;50.00;426.00;8.00;14.00;259.00;11.00
1825.00;66.00;340.00;4.00;14.00;259.00;11.00
2390.00;33.00;214.00;4.00;14.00;259.00;11.00
2244.00;50.00;214.00;4.00;14.00;259.00;11.00
2475.00;33.00;340.00;8.00;17.00;259.00;11.00
2699.00;66.00;245.00;8.00;15.00;259.00;11.00
2144.00;25.00;426.00;8.00;14.00;259.00;11.00
2644.00;50.00;426.00;8.00;14.00;259.00;11.00
2799.00;50.00;230.00;8.00;15.00;259.00;11.00
2099.00;33.00;120.00;4.00;14.00;259.00;11.00
1995.00;33.00;424.00;8.00;14.00;259.00;11.00
2705.00;66.00;340.00;8.00;17.00;259.00;11.00
2799.00;66.00;450.00;8.00;15.00;259.00;11.00
3205.00;66.00;1370.00;8.00;14.00;259.00;11.00
3899.00;66.00;527.00;16.00;17.00;259.00;11.00
2729.00;66.00;245.00;4.00;15.00;259.00;11.00
2444.00;66.00;214.00;4.00;14.00;259.00;11.00
2395.00;50.00;424.00;4.00;17.00;259.00;11.00
2095.00;33.00;212.00;4.00;17.00;259.00;11.00
2995.00;66.00;424.00;16.00;15.00;259.00;11.00
2329.00;33.00;340.00;8.00;17.00;259.00;11.00
2390.00;33.00;424.00;8.00;14.00;259.00;11.00
1649.00;25.00;120.00;4.00;14.00;259.00;11.00
2290.00;66.00;107.00;2.00;14.00;259.00;11.00
1828.00;25.00;120.00;4.00;14.00;259.00;11.00
2395.00;66.00;340.00;8.00;15.00;259.00;11.00
2944.00;33.00;528.00;16.00;14.00;259.00;11.00
1890.00;33.00;212.00;4.00;14.00;259.00;11.00
2605.00;66.00;545.00;8.00;15.00;259.00;11.00
2095.00;33.00;426.00;8.00;14.00;259.00;11.00
2024.00;25.00;120.00;4.00;14.00;259.00;11.00
3090.00;66.00;528.00;16.00;15.00;259.00;11.00
2590.00;66.00;426.00;8.00;15.00;259.00;11.00
1790.00;33.00;107.00;2.00;15.00;259.00;11.00
3714.00;66.00;527.00;4.00;15.00;259.00;11.00
2499.00;66.00;424.00;8.00;15.00;259.00;11.00
3144.00;66.00;528.00;16.00;14.00;259.00;11.00
2899.00;50.00;240.00;4.00;14.00;259.00;11.00
2390.00;66.00;424.00;4.00;14.00;259.00;11.00
2375.00;33.00;545.00;8.00;15.00;259.00;11.00
1945.00;33.00;340.00;4.00;15.00;259.00;11.00
2090.00;25.00;214.00;4.00;14.00;259.00;11.00
2168.00;33.00;212.00;4.00;14.00;259.00;11.00
2890.00;66.00;426.00;8.00;14.00;259.00;11.00
2595.00;33.00;424.00;8.00;17.00;259.00;11.00
3198.00;66.00;450.00;16.00;15.00;259.00;11.00
2890.00;25.00;528.00;16.00;14.00;259.00;11.00
1744.00;33.00;107.00;2.00;14.00;259.00;11.00
2685.00;66.00;545.00;8.00;14.00;259.00;11.00
2044.00;66.00;107.00;2.00;14.00;259.00;11.00
1999.00;50.00;245.00;4.00;15.00;259.00;11.00
2095.00;50.00;214.00;4.00;14.00;259.00;11.00
2285.00;66.00;340.00;8.00;15.00;259.00;11.00
2364.00;33.00;212.00;4.00;14.00;259.00;11.00
1844.00;25.00;214.00;4.00;14.00;259.00;11.00
1349.00;33.00;212.00;4.00;14.00;259.00;11.00
3044.00;50.00;528.00;16.00;14.00;259.00;11.00
2149.00;66.00;245.00;4.00;15.00;259.00;11.00
1890.00;33.00;107.00;2.00;14.00;259.00;11.00
1818.00;25.00;212.00;4.00;14.00;259.00;11.00
2999.00;66.00;340.00;8.00;15.00;259.00;11.00
1990.00;66.00;107.00;2.00;15.00;259.00;11.00
2990.00;50.00;528.00;16.00;15.00;259.00;11.00
1529.00;33.00;245.00;4.00;14.00;259.00;11.00
2144.00;33.00;214.00;4.00;14.00;259.00;11.00
1799.00;33.00;120.00;4.00;14.00;259.00;11.00
1799.00;33.00;230.00;4.00;14.00;259.00;11.00
2439.00;50.00;340.00;8.00;17.00;259.00;11.00
2055.00;33.00;340.00;8.00;15.00;259.00;11.00
1695.00;25.00;214.00;4.00;14.00;259.00;11.00
1644.00;33.00;107.00;2.00;14.00;259.00;11.00
2065.00;33.00;340.00;8.00;15.00;259.00;11.00
2295.00;50.00;424.00;8.00;15.00;259.00;11.00
2490.00;33.00;426.00;8.00;14.00;259.00;11.00
3144.00;50.00;528.00;16.00;14.00;259.00;11.00
2844.00;33.00;528.00;16.00;14.00;259.00;11.00
1944.00;33.00;107.00;2.00;14.00;259.00;11.00
1899.00;66.00;245.00;4.00;15.00;259.00;11.00
2185.00;25.00;528.00;8.00;14.00;259.00;11.00
1795.00;33.00;214.00;4.00;14.00;259.00;11.00
1844.00;33.00;107.00;2.00;14.00;259.00;11.00
2190.00;50.00;214.00;4.00;15.00;259.00;11.00
2595.00;33.00;528.00;16.00;14.00;259.00;11.00
1595.00;33.00;340.00;4.00;14.00;259.00;11.00
1495.00;33.00;107.00;4.00;14.00;259.00;11.00
1795.00;50.00;424.00;4.00;14.00;259.00;11.00
2374.00;33.00;120.00;4.00;14.00;259.00;11.00
2498.00;50.00;320.00;8.00;15.00;259.00;11.00
2175.00;66.00;340.00;4.00;15.00;259.00;11.00
1908.00;33.00;120.00;4.00;14.00;259.00;11.00
1999.00;33.00;340.00;8.00;14.00;259.00;11.00
1599.00;25.00;120.00;4.00;14.00;259.00;11.00
2090.00;25.00;426.00;8.00;15.00;259.00;11.00
1670.00;25.00;212.00;4.00;14.00;259.00;11.00
2478.00;33.00;245.00;8.00;14.00;259.00;11.00
2590.00;66.00;214.00;4.00;14.00;259.00;11.00
1749.00;50.00;245.00;4.00;15.00;259.00;11.00
1995.00;33.00;214.00;4.00;14.00;259.00;11.00
1929.00;33.00;245.00;4.00;15.00;259.00;11.00
3390.00;66.00;528.00;16.00;14.00;259.00;11.00
2044.00;50.00;107.00;2.00;14.00;259.00;11.00
3290.00;50.00;528.00;16.00;14.00;259.00;11.00
2175.00;33.00;425.00;8.00;15.00;259.00;11.00
1449.00;25.00;120.00;4.00;14.00;259.00;11.00
2795.00;33.00;528.00;16.00;14.00;259.00;11.00
1795.00;50.00;107.00;2.00;14.00;259.00;11.00
2359.00;33.00;245.00;8.00;14.00;259.00;11.00
2049.00;33.00;212.00;4.00;14.00;259.00;11.00
2895.00;50.00;528.00;16.00;14.00;259.00;11.00
2608.00;33.00;340.00;4.00;14.00;259.00;11.00
1944.00;25.00;214.00;4.00;14.00;259.00;11.00
2495.00;66.00;426.00;8.00;14.00;259.00;11.00
2405.00;66.00;425.00;8.00;15.00;259.00;11.00
2104.00;33.00;120.00;4.00;14.00;259.00;11.00
2190.00;33.00;214.00;4.00;14.00;259.00;11.00
2195.00;66.00;214.00;4.00;14.00;259.00;11.00
3589.00;66.00;527.00;8.00;15.00;259.00;11.00
2344.00;66.00;214.00;4.00;14.00;259.00;11.00
1695.00;33.00;340.00;4.00;15.00;259.00;11.00
1890.00;33.00;212.00;4.00;14.00;259.00;11.00
1854.00;25.00;120.00;4.00;14.00;259.00;11.00
2299.00;66.00;120.00;4.00;14.00;259.00;11.00
3044.00;66.00;245.00;4.00;15.00;259.00;11.00
2944.00;66.00;340.00;8.00;17.00;259.00;11.00
2145.00;33.00;340.00;4.00;15.00;259.00;11.00
1944.00;50.00;107.00;2.00;14.00;259.00;11.00
2144.00;66.00;107.00;2.00;14.00;259.00;11.00
1395.00;25.00;107.00;4.00;14.00;259.00;11.00
2244.00;33.00;214.00;4.00;14.00;259.00;11.00
2744.00;33.00;528.00;16.00;14.00;259.00;11.00
2674.00;33.00;245.00;8.00;14.00;259.00;11.00
1495.00;33.00;107.00;2.00;14.00;259.00;11.00
3205.00;66.00;545.00;8.00;17.00;259.00;11.00
2390.00;33.00;426.00;8.00;15.00;259.00;11.00
1395.00;25.00;107.00;2.00;14.00;259.00;11.00
2815.00;50.00;424.00;8.00;17.00;259.00;11.00
1599.00;50.00;245.00;4.00;14.00;259.00;11.00
2190.00;50.00;424.00;4.00;14.00;259.00;11.00
3678.00;66.00;527.00;8.00;15.00;259.00;11.00
1695.00;33.00;107.00;2.00;14.00;259.00;11.00
1895.00;25.00;212.00;4.00;17.00;259.00;11.00
1275.00;25.00;212.00;4.00;14.00;259.00;11.00
3399.00;66.00;527.00;4.00;15.00;259.00;11.00
1789.00;33.00;120.00;4.00;14.00;259.00;11.00
2699.00;33.00;240.00;4.00;14.00;259.00;11.00
2544.00;33.00;426.00;8.00;14.00;259.00;11.00
2744.00;66.00;426.00;8.00;14.00;259.00;11.00
1790.00;25.00;214.00;4.00;15.00;259.00;11.00
1490.00;25.00;107.00;2.00;15.00;259.00;11.00
2315.00;33.00;340.00;8.00;17.00;259.00;11.00
2285.00;33.00;528.00;8.00;14.00;259.00;11.00
3904.00;66.00;527.00;8.00;15.00;259.00;11.00
1699.00;25.00;212.00;4.00;14.00;259.00;11.00
1695.00;25.00;214.00;8.00;14.00;259.00;11.00
2138.00;33.00;212.00;4.00;14.00;259.00;11.00
1895.00;66.00;107.00;2.00;14.00;259.00;11.00
2490.00;50.00;214.00;4.00;14.00;259.00;11.00
1995.00;66.00;424.00;4.00;14.00;259.00;11.00
2644.00;25.00;528.00;16.00;14.00;259.00;11.00
1699.00;33.00;245.00;4.00;15.00;259.00;11.00
1544.00;25.00;107.00;2.00;14.00;259.00;11.00
2744.00;50.00;340.00;8.00;17.00;259.00;11.00
2495.00;25.00;528.00;16.00;14.00;259.00;11.00
1995.00;25.00;426.00;8.00;14.00;259.00;11.00
1539.00;25.00;120.00;4.00;14.00;259.00;11.00
1878.00;33.00;120.00;4.00;14.00;259.00;11.00
2090.00;33.00;107.00;2.00;14.00;259.00;11.00
1299.00;25.00;120.00;4.00;14.00;259.00;11.00
2044.00;33.00;214.00;4.00;14.00;259.00;11.00
5399.00;66.00;1200.00;32.00;17.00;259.00;11.00
1395.00;25.00;107.00;4.00;14.00;259.00;11.00
3365.00;66.00;450.00;16.00;15.00;259.00;11.00
1395.00;25.00;240.00;4.00;14.00;259.00;11.00
2014.00;25.00;212.00;4.00;14.00;259.00;11.00
2590.00;25.00;528.00;16.00;15.00;259.00;11.00
2295.00;66.00;340.00;8.00;15.00;259.00;11.00
1788.00;25.00;212.00;4.00;14.00;259.00;11.00
2975.00;33.00;545.00;8.00;17.00;259.00;11.00
3495.00;50.00;452.00;8.00;14.00;259.00;11.00
2578.00;33.00;340.00;4.00;14.00;259.00;11.00
1494.00;25.00;240.00;4.00;15.00;259.00;11.00
2999.00;66.00;450.00;16.00;15.00;259.00;11.00
2190.00;33.00;426.00;8.00;15.00;259.00;11.00
1590.00;33.00;107.00;2.00;15.00;259.00;11.00
