id;host_id;latitude;longitude;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;;;;;;;
3605524;17958831;4.074.173;-7.397.906;120;3;116;29/05/2019;1.95;1;261;;;;;;;
3605654;18170442;407.055;-7.400.866;165;1;0;;;1;0;;;;;;;
3605896;1921498;4.084.464;-739.355;59;9;26;25/05/2019;0.44;3;109;;;;;;;
3608353;18183144;4.064.802;-7.397.095;91;3;33;01/07/2019;0.65;1;90;;;;;;;
3609762;18189519;4.077.995;-7.378.506;184;3;146;19/06/2019;2.46;1;143;;;;;;;
3611620;18198406;40.692;-7.393.852;45;1;13;31/07/2017;0.26;1;0;;;;;;;
3611813;8410380;4.073.755;-7.398.595;150;4;147;14/06/2019;2.44;1;344;;;;;;;
3613161;11976676;4.080.465;-7.395.365;139;3;24;26/04/2017;0.49;1;0;;;;;;;
3613839;17450462;4.082.544;-739.402;65;7;45;09/06/2019;0.92;1;290;;;;;;;
3614113;2033003;4.072.966;-7.398.515;65;2;13;05/05/2019;0.28;2;157;;;;;;;
3614159;461269;4.067.426;-7.396.586;150;2;13;01/05/2016;0.26;1;0;;;;;;;
3614680;18212957;407.638;-7.391.622;115;2;5;30/12/2015;0.08;1;0;;;;;;;
3616001;4421323;4.070.883;-7.401.266;299;7;6;29/04/2018;0.19;1;0;;;;;;;
3616003;18219988;4.063.981;-7.395.712;80;2;103;27/05/2019;1.7;1;0;;;;;;;
3616173;2383619;4.068.184;-7.399.308;80;21;88;02/04/2018;1.5;1;364;;;;;;;
3616527;16669342;4.069.741;-7.396.942;100;1;0;;;1;0;;;;;;;
3616946;18225315;4.074.016;-7.400.049;135;1;14;14/12/2015;0.27;1;0;;;;;;;
3617498;6643482;4.065.554;-7.396.046;80;2;122;06/06/2019;2.07;1;227;;;;;;;
3619399;17619450;4.063.631;-7.395.313;69;1;4;20/10/2015;0.09;1;0;;;;;;;
3623158;18212433;407.946;-7.394.105;75;30;2;05/08/2018;0.04;8;352;;;;;;;
3623201;14273136;4.066.981;-7.398.462;94;10;26;22/06/2019;0.52;1;0;;;;;;;
3623946;18254730;4.066.748;-7.398.971;192;4;6;28/04/2019;0.14;1;8;;;;;;;
3624205;18212433;4.079.319;-7.394.209;50;21;3;12/02/2019;0.3;8;350;;;;;;;
3624380;18212433;407.942;-7.394.136;58;21;2;04/07/2017;0.04;8;331;;;;;;;
3624387;4666670;4.076.481;-7.393.163;120;6;25;21/05/2019;0.42;4;346;;;;;;;
3624653;6472334;4.071.286;-7.396.244;69;2;11;29/04/2016;0.18;2;0;;;;;;;
3624952;2574452;4.075.193;-7.389.085;50;4;2;20/09/2014;0.03;1;0;;;;;;;
3625075;18260128;4.082.279;-7.394.947;125;3;8;13/08/2018;0.13;1;0;;;;;;;
3625117;18260299;4.069.217;-7.390.768;50;30;14;10/06/2019;0.23;6;88;;;;;;;
3625870;18264329;4.064.894;-7.400.621;85;3;47;23/06/2019;0.81;1;299;;;;;;;
3626302;11674837;4.070.554;-7.390.729;59;1;173;19/06/2019;2.87;3;352;;;;;;;
3626426;13347167;4.077.274;-7.395.732;130;30;3;10/08/2018;0.08;29;308;;;;;;;
3626609;3038687;4.071.749;-7.399.016;104;30;11;16/03/2019;0.19;8;80;;;;;;;
3626699;12306481;4.074.365;-7.391.632;95;30;8;21/11/2018;0.16;3;332;;;;;;;
3627106;18212433;4.076.385;-739.905;199;5;40;20/05/2019;0.68;8;43;;;;;;;
3627326;5652395;4.081.954;-7.392.715;105;1;3;16/09/2018;0.14;2;365;;;;;;;
3627589;3562322;4.068.599;-7.395.182;34;6;81;04/07/2019;1.35;3;92;;;;;;;
3628190;14905237;4.064.372;-7.395.969;120;3;12;19/08/2018;0.22;1;0;;;;;;;
3628328;1279211;4.082.603;-7.392.312;87;6;11;04/06/2019;0.28;1;0;;;;;;;
3628553;3552711;407.229;-737.462;125;1;30;14/03/2019;0.5;2;158;;;;;;;
3629217;10262649;4.068.779;-7.390.521;170;2;41;25/01/2016;0.69;2;0;;;;;;;
3629381;18287550;4.077.242;-7.396.212;250;7;3;31/12/2016;0.06;1;0;;;;;;;
3629580;18289867;4.079.032;-7.394.523;55;1;3;27/08/2014;0.05;1;0;;;;;;;
3630304;18297103;4.074.269;-7.391.518;80;1;57;08/06/2019;0.97;1;253;;;;;;;
3630309;12306481;4.074.493;-7.391.528;95;30;10;19/04/2019;0.28;3;332;;;;;;;
3632258;3325418;4.080.309;-7.396.367;150;1;13;15/04/2019;1.27;3;273;;;;;;;
3634361;740032;4.065.413;-7.397.684;140;5;28;07/07/2019;0.6;1;192;;;;;;;
3635348;3096525;4.067.927;-7.393.208;150;3;117;21/06/2019;1.96;1;242;;;;;;;
3635624;6050632;4.072.138;-7.398.371;159;3;1;28/08/2014;0.02;1;0;;;;;;;
3636601;7245581;4.074.994;-7.399.612;95;75;13;30/04/2019;0.23;19;245;;;;;;;
3636967;7503643;4.072.705;-7.394.033;159;30;3;09/09/2016;0.08;52;365;;;;;;;
3637029;18343265;4.069.942;-7.391.209;65;4;18;22/12/2015;0.3;1;0;;;;;;;
3638841;17917168;4.065.046;-7.400.402;100;1;26;24/03/2019;2.52;1;0;;;;;;;
3638852;3563235;4.072.135;-73.98;85;5;12;06/09/2016;0.2;1;0;;;;;;;
3641819;534776;406.786;-7.396.694;175;2;25;05/01/2019;0.43;1;2;;;;;;;
3642278;18388112;4.068.235;-7.399.806;175;3;4;03/10/2016;0.07;1;0;;;;;;;
3642325;16916853;4.058.363;-7.393.553;260;7;3;13/03/2017;0.05;2;363;;;;;;;
3642801;2052361;406.553;-7.395.816;80;3;24;23/06/2019;0.4;3;19;;;;;;;
3643392;18397763;4.068.635;-7.393.246;69;2;56;02/07/2019;0.95;7;66;;;;;;;
3643673;10263308;4.068.949;-7.392.784;100;3;36;02/08/2018;0.6;1;89;;;;;;;
3644017;5909599;4.077.591;-739.145;85;1;31;04/06/2019;0.51;2;84;;;;;;;
3644037;14945045;4.063.777;-7.402.497;95;3;2;23/08/2015;0.03;1;0;;;;;;;
3645284;2119276;4.076.043;-7.395.992;160;30;15;07/04/2019;0.25;39;333;;;;;;;
3645866;946672;4.063.402;-7.397.556;49;2;6;05/09/2016;0.1;1;0;;;;;;;
3646059;17525930;4.071.566;-73.941;65;1;35;13/11/2016;0.88;1;0;;;;;;;
3646551;2119276;4.073.568;-7.398.062;150;30;2;07/08/2015;0.03;39;331;;;;;;;
3652120;1475015;4.076.073;-7.399.215;115;30;3;22/02/2016;0.06;52;342;;;;;;;
3652230;681225;405.903;-738.143;113;2;36;07/07/2019;0.74;1;365;;;;;;;
3653996;1475015;4.076.882;-7.398.699;110;30;10;15/03/2019;0.18;52;323;;;;;;;
3654510;7920086;4.078.698;-73.944;75;11;14;15/03/2018;0.23;3;0;;;;;;;
3654511;15784;407.509;-7.396.963;250;5;2;07/08/2017;0.04;1;0;;;;;;;
3655007;18492106;4.088.855;-7.385.127;50;7;12;15/09/2018;0.55;1;0;;;;;;;
3655367;18495460;406.737;-7.395.335;81;30;99;06/01/2019;1.67;3;318;;;;;;;
3659544;12327430;4.076.625;-7.399.387;69;3;168;23/06/2019;2.88;2;129;;;;;;;
3660983;8182126;4.071.952;-7.394.844;125;5;1;14/05/2016;0.03;2;0;;;;;;;
3661168;3344830;4.071.202;-7.396.665;65;5;2;04/01/2015;0.03;1;0;;;;;;;
3662091;18556644;4.073.312;-7.399.097;150;62;0;;;1;358;;;;;;;
3662724;16098958;4.077.448;-7.396.102;175;30;2;30/05/2019;0.06;96;281;;;;;;;
3662795;18565670;4.062.401;-7.395.775;49;2;26;15/04/2019;0.54;1;362;;;;;;;
3662827;8200795;4.072.168;-7.399.544;191;3;51;30/06/2019;0.88;1;55;;;;;;;
3662887;14041891;407.411;-7.398.455;200;4;0;;;1;0;;;;;;;
3662949;18567895;4.076.522;-7.399.486;250;2;6;17/06/2016;0.11;1;0;;;;;;;
3663178;710916;4.067.541;-7.394.408;216;1;233;02/07/2019;3.89;1;295;;;;;;;
3663423;18570567;4.068.412;-7.395.039;200;3;0;;;1;0;;;;;;;
3663798;18272570;4.070.917;-7.394.918;119;2;43;30/06/2016;0.72;1;0;;;;;;;
3663984;13347167;4.077.222;-7.395.604;118;30;4;02/02/2019;0.08;29;341;;;;;;;
3664439;6913016;4.074.911;-7.398.202;95;3;67;11/06/2019;1.65;1;355;;;;;;;
3664714;5872286;4.073.526;-7.395.375;110;3;34;19/05/2018;0.57;1;12;;;;;;;
3666653;17544112;4.062.356;-74.024;170;4;137;04/07/2019;2.55;1;302;;;;;;;
3666709;18594426;407.729;-7.395.276;99;3;9;30/05/2019;0.15;1;0;;;;;;;
3670659;16437254;4.068.337;-7.395.819;172;30;9;27/03/2019;0.16;21;342;;;;;;;
3672455;6966831;4.074.532;-7.391.974;75;2;3;23/07/2015;0.06;1;0;;;;;;;
3673938;4578923;4.069.437;-7.395.841;50;5;18;19/05/2019;0.79;1;0;;;;;;;
3674757;2702080;406.916;-7.394.714;77;2;145;02/06/2019;2.42;1;365;;;;;;;
3675957;2076525;4.069.839;-7.397.666;125;14;15;18/06/2019;0.41;1;32;;;;;;;
3677769;18681479;4.074.189;-7.392.375;75;2;111;24/06/2019;1.89;1;348;;;;;;;
3677995;9553177;4.080.677;-7.394.977;350;2;13;09/06/2017;0.35;1;0;;;;;;;
3678064;2120259;4.066.709;-739.514;55;4;27;05/07/2019;0.46;4;261;;;;;;;
3678796;18693665;4.068.138;-7.395.018;99;2;216;24/06/2019;3.61;1;321;;;;;;;
3678829;17051201;4.067.164;-7.397.761;545;2;6;29/12/2018;0.12;3;227;;;;;;;
3678990;7474069;4.084.686;-7.394.181;70;2;277;13/06/2019;4.67;3;244;;;;;;;
3683236;378737;4.068.908;-7.392.893;250;2;0;;;1;365;;;;;;;
3683241;18726889;4.068.781;-7.391.377;150;4;2;21/08/2014;0.03;1;0;;;;;;;
3684144;2955491;4.069.753;-7.393.619;55;2;20;25/06/2019;0.41;1;19;;;;;;;
3684302;18030682;4.067.472;-7.394.737;100;7;46;29/06/2019;0.87;1;0;;;;;;;
3685433;15817252;4.069.494;-7.396.888;100;5;7;04/01/2017;0.12;1;0;;;;;;;
3685704;2640773;4.068.822;-7.394.357;95;2;116;29/05/2019;2.18;1;226;;;;;;;
3686493;16098958;4.073.632;-7.398.475;175;30;0;;;96;312;;;;;;;
3686972;18690148;4.077.905;-7.397.939;200;4;22;01/07/2019;0.45;1;2;;;;;;;
3687172;5771331;4.072.858;-7.399.951;190;1;20;04/05/2016;0.33;1;0;;;;;;;
3687227;4765290;4.068.769;-7.395.333;65;2;3;08/08/2016;0.06;1;0;;;;;;;
3688168;2461535;4.068.927;-7.396.957;400;2;120;23/06/2019;2.05;1;300;;;;;;;
3688197;11371357;4.064.644;-739.756;95;1;10;29/12/2018;0.21;1;0;;;;;;;
3689140;2267864;4.073.419;-7.400.213;197;2;207;30/06/2019;3.46;2;166;;;;;;;
3692566;2673332;4.064.295;-7.397.632;395;3;20;14/08/2018;0.34;1;9;;;;;;;
3693901;17696653;4.069.134;-7.394.468;100;1;2;28/08/2016;0.04;1;365;;;;;;;
3694441;1010344;4.068.592;-7.395.502;200;3;6;01/01/2016;0.1;1;0;;;;;;;
3694498;18646528;4.071.385;-7.394.156;165;3;6;01/04/2017;0.1;1;0;;;;;;;
3695776;1176165;4.068.431;-7.399.782;145;5;4;07/11/2015;0.07;1;0;;;;;;;
3696043;807340;4.066.827;-7.392.509;75;1;135;01/07/2019;2.27;1;174;;;;;;;
3696746;18138735;4.073.343;-7.398.634;180;3;72;02/01/2019;1.22;1;25;;;;;;;
3697432;18836774;4.077.542;-7.395.437;73;4;48;19/01/2019;0.8;5;153;;;;;;;
3698111;18836774;4.077.579;-739.557;87;3;61;29/05/2019;1.01;5;132;;;;;;;
3698241;18836774;4.077.688;-7.395.616;74;3;60;27/06/2019;1;5;169;;;;;;;
3698367;5465947;4.067.948;-7.397.219;65;1;6;21/08/2015;0.12;1;0;;;;;;;
3700364;7644834;407.284;-7.399.812;199;8;48;19/06/2019;1.06;1;37;;;;;;;
3701708;18866837;4.067.916;-7.397.454;65;60;2;07/09/2016;0.03;1;0;;;;;;;
3701890;3146957;4.077.918;-739.874;160;7;5;05/07/2016;0.09;1;0;;;;;;;
3702400;10972334;4.069.825;-7.392.788;175;1;6;04/11/2015;0.1;2;0;;;;;;;
3703037;18876264;4.077.817;-7.397.844;200;1;0;;;1;0;;;;;;;
3703633;2119276;4.073.268;-7.398.689;195;30;7;22/10/2017;0.14;39;331;;;;;;;
3703805;6932160;4.066.935;-739.485;99;5;27;25/10/2018;0.7;1;365;;;;;;;
3704067;188896;4.069.034;-7.396.675;175;1;121;21/01/2019;2.03;2;171;;;;;;;
3706213;10856201;4.076.027;-7.399.081;190;1;0;;;1;0;;;;;;;
3709013;7420906;4.068.473;-7.395.697;99;3;10;13/11/2018;0.28;1;66;;;;;;;
3710162;1788746;407.216;-7.399.558;100;2;6;01/01/2018;0.16;1;0;;;;;;;
3710230;18929364;4.066.271;-7.395.392;199;2;18;25/08/2018;0.3;1;0;;;;;;;
3710436;318729;4.067.862;-7.394.687;199;3;118;01/07/2019;2.12;1;23;;;;;;;
3710685;15789646;4.074.502;-739.169;100;3;70;01/07/2019;1.21;2;319;;;;;;;
3711039;3007815;4.076.977;-7.391.596;45;2;38;04/07/2019;1.6;2;38;;;;;;;
3715638;9784206;4.079.508;-7.394.895;72;1;204;05/07/2019;3.41;1;219;;;;;;;
3715824;13042411;4.072.669;-7.398.419;129;2;179;08/06/2019;2.99;1;179;;;;;;;
3716193;18970667;4.068.205;-7.394.239;100;3;168;27/06/2019;2.81;1;317;;;;;;;
3717689;18393872;4.069.141;-7.395.886;85;7;2;15/05/2017;0.03;1;0;;;;;;;
3717749;5573250;406.413;-7.398.233;70;1;2;06/07/2015;0.03;1;0;;;;;;;
3718713;18988423;4.070.536;-7.394.229;100;2;5;27/12/2015;0.09;1;0;;;;;;;
3720404;1363910;4.070.914;-7.395.236;160;3;1;01/09/2014;0.02;1;0;;;;;;;
3721826;19011946;4.077.883;-7.395.498;185;30;1;15/09/2014;0.02;2;365;;;;;;;
3725902;4830699;406.779;-7.398.421;162;1;9;06/09/2016;0.23;1;0;;;;;;;
3727816;19044620;4.073.538;-73.853;80;1;2;22/10/2014;0.03;1;0;;;;;;;
3727861;19044783;4.080.257;-739.548;200;1;0;;;1;0;;;;;;;
3728309;19046961;4.068.905;-7.392.685;45;5;8;01/05/2019;0.31;1;247;;;;;;;
3728837;7503643;4.072.533;-7.394.204;129;30;6;01/04/2019;0.12;52;188;;;;;;;
3731209;19067223;4.071.795;-7.395.804;55;1;1;17/06/2015;0.02;1;0;;;;;;;
3731871;19072805;4.069.865;-7.392.972;68;5;12;05/12/2018;0.26;1;14;;;;;;;
3731965;7598755;4.071.985;-7.394.422;120;2;1;13/03/2016;0.02;1;0;;;;;;;
3735483;5064699;4.068.732;-7.394.058;55;2;41;04/01/2019;1.09;2;0;;;;;;;
3737180;19107278;4.070.033;-7.391.197;50;5;0;;;2;0;;;;;;;
3737847;19107278;407.001;-7.391.204;50;5;2;01/06/2016;0.03;2;0;;;;;;;
3738529;19111611;4.069.817;-739.654;150;1;7;11/07/2016;0.12;1;0;;;;;;;
3738756;10675384;4.072.037;-739.596;140;30;21;13/09/2016;0.38;1;252;;;;;;;
3738815;17770287;4.075.068;-7.398.177;136;30;9;16/12/2018;0.17;14;220;;;;;;;
3739126;3586725;4.072.339;-7.399.477;92;5;0;;;1;0;;;;;;;
3739712;2523466;4.076.215;-7.399.036;125;3;133;26/06/2019;2.25;1;9;;;;;;;
3739864;14102923;4.065.136;-7.395.974;48;5;0;;;1;0;;;;;;;
3740402;18836774;4.077.693;-7.395.632;82;3;56;29/06/2019;0.94;5;138;;;;;;;
3741405;10577253;4.081.217;-7.395.303;150;1;3;02/01/2016;0.05;1;0;;;;;;;
3741530;19131844;4.068.237;-7.394.811;90;8;17;12/03/2019;0.42;1;0;;;;;;;
3741728;19133023;4.068.667;-7.393.897;117;5;105;27/06/2019;1.77;1;6;;;;;;;
3741945;18836774;4.077.707;-7.395.652;71;3;55;01/06/2019;1.03;5;156;;;;;;;
3742373;9859391;4.074.944;-7.399.631;390;3;10;02/01/2019;0.17;1;9;;;;;;;
3743048;19143974;4.064.408;-7.407.834;58;3;93;06/05/2019;2.1;1;279;;;;;;;
3747107;9535767;4.074.626;-739.009;50;5;3;07/08/2015;0.05;1;0;;;;;;;
3747240;2203817;4.067.256;-7.397.212;150;5;10;03/01/2018;0.17;1;0;;;;;;;
3747392;15805343;4.071.858;-7.395.711;150;1;9;07/06/2016;0.19;1;0;;;;;;;
3747567;522065;4.079.416;-7.393.984;80;7;47;23/05/2019;0.8;2;121;;;;;;;
3749971;10094431;4.071.623;-7.396.415;115;1;78;01/07/2019;1.31;1;8;;;;;;;
3750917;19191737;4.065.084;-7.397.334;70;10;0;;;1;0;;;;;;;
3751048;1475015;4.077.175;-7.395.742;95;30;10;10/11/2018;0.22;52;336;;;;;;;
3751919;15270760;4.069.411;-7.393.987;85;2;1;01/01/2018;0.05;1;0;;;;;;;
3752035;14961638;4.068.772;-7.395.484;180;3;72;17/06/2019;1.31;1;291;;;;;;;
3755474;9928037;4.074.735;-7.397.671;149;3;8;02/01/2018;0.17;1;0;;;;;;;
3757178;19233588;4.071.726;-7.401.134;200;7;16;19/09/2017;0.34;1;0;;;;;;;
3757461;;;;;;;;;;;;;;;;;
"Near Gramercy""";Lola;-7.398.205;Private room;2;177;22/06/2019;2.98;1;285;;;;;;;;
3758296;19240279;4.080.645;-7.395.804;85;5;25;02/01/2019;0.44;1;198;;;;;;;
3758686;19242857;4.067.472;-73.93;117;1;82;16/06/2019;1.39;1;280;;;;;;;
3759009;18270150;4.073.243;-7.400.052;219;1;68;25/06/2019;1.15;1;122;;;;;;;
3760029;19250606;4.075.508;-7.391.673;100;2;141;02/07/2019;2.43;1;216;;;;;;;
3760158;10491406;4.067.609;-7.396.459;320;3;39;21/04/2019;0.71;1;242;;;;;;;
3760592;9864136;4.074.213;-739.801;95;30;54;16/12/2018;0.91;26;335;;;;;;;
3760824;12720552;4.070.322;-7.392.913;110;1;16;15/06/2019;0.32;5;345;;;;;;;
3762842;19272788;4.080.581;-7.395.374;105;24;2;31/08/2018;0.04;1;60;;;;;;;
3764540;3022504;407.151;-7.395.422;134;4;46;18/06/2019;0.89;1;32;;;;;;;
3765095;5242693;4.065.441;-7.396.257;45;10;9;16/05/2018;0.26;1;90;;;;;;;
3765357;5160726;4.073.967;-7.398.041;200;13;3;15/05/2016;0.05;1;166;;;;;;;
3766496;5086937;4.076.559;-7.399.221;110;2;79;24/06/2019;1.33;1;80;;;;;;;
3766770;17479416;4.080.592;-7.393.653;150;3;72;29/04/2019;1.23;2;283;;;;;;;
3767156;16351647;406.825;-7.390.818;149;2;234;23/06/2019;3.9;1;255;;;;;;;
3767267;3231109;4.081.065;-7.396.312;85;2;52;05/06/2019;0.91;2;329;;;;;;;
3767674;4951037;4.068.818;-73.959;200;7;5;10/09/2016;0.09;1;0;;;;;;;
3768977;;;;;;;;;;;;;;;;;
"+ yard 7 min to Manhattan""";Ehsan;-7.392.162;Entire home/apt;3;116;13/06/2019;1.96;2;355;;;;;;;;
3769052;3086826;4.084.611;-7.391.036;40;3;59;05/04/2019;1;1;343;;;;;;;
3769257;19315796;4.075.911;-7.396.299;70;1;0;;;1;0;;;;;;;
3771656;19331457;4.077.632;-7.395.458;95;1;389;01/07/2019;6.51;2;254;;;;;;;
3771845;7665324;4.072.144;-7.399.356;95;1;64;23/06/2019;1.12;2;266;;;;;;;
3772256;15765273;4.076.514;-7.398.058;350;1;9;25/08/2018;0.2;1;0;;;;;;;
3775259;19356930;406.872;-7.393.805;165;3;173;06/07/2019;2.97;1;297;;;;;;;
3775379;2274845;4.067.262;-7.396.542;120;2;21;19/05/2019;0.51;1;13;;;;;;;
3775978;19359650;4.074.596;-7.398.678;130;3;10;19/09/2017;0.38;1;0;;;;;;;
3779230;23193;4.068.826;-739.385;40;1;8;05/06/2019;0.16;4;335;;;;;;;
3779262;19382874;406.825;-7.392.519;130;3;135;28/05/2019;2.27;2;206;;;;;;;
3780113;5785240;4.080.919;-7.394.815;120;3;80;29/06/2019;1.37;1;245;;;;;;;
3780206;6739436;4.070.716;-7.392.171;90;1;40;16/01/2016;0.68;1;0;;;;;;;
3780715;18880856;4.068.358;-7.394.838;120;2;82;21/06/2019;1.6;1;328;;;;;;;
3780951;16065171;4.081.022;-7.394.266;115;1;16;26/05/2019;0.27;1;365;;;;;;;
3782283;7196556;4.073.986;-7.400.035;150;2;1;01/09/2014;0.02;1;0;;;;;;;
3782441;5003239;407.311;-7.400.014;170;1;20;02/05/2019;0.4;1;364;;;;;;;
3782925;3363799;4.070.967;-7.394.945;124;5;85;23/06/2019;1.45;1;238;;;;;;;
3783016;3716641;4.079.253;-7.397.378;104;30;16;23/12/2018;0.28;8;101;;;;;;;
3783021;3716641;4.079.203;-7.397.299;99;30;14;19/06/2019;0.24;8;135;;;;;;;
3783639;10193030;4.082.217;-7.394.149;85;3;0;;;2;88;;;;;;;
3785438;16437254;4.068.961;-7.397.781;158;30;5;30/03/2019;0.1;21;278;;;;;;;
3787867;15047361;4.072.046;-7.399.237;400;3;0;;;1;0;;;;;;;
3789265;5680409;4.085.672;-739.302;100;2;0;;;1;363;;;;;;;
3789758;18609156;4.072.793;-7.395.011;115;1;2;18/06/2015;0.03;1;0;;;;;;;
3790118;17292935;408.105;-7.392.507;55;1;276;17/06/2019;4.63;2;19;;;;;;;
3790746;1317384;4.082.621;-7.394.596;72;3;154;22/06/2019;2.72;2;153;;;;;;;
3791244;2119276;4.073.254;-7.400.698;170;30;12;12/08/2018;0.22;39;252;;;;;;;
3791325;3028267;4.069.352;-7.396.556;150;7;15;25/05/2019;0.27;1;280;;;;;;;
3791554;5810195;4.085.988;-7.392.709;39;1;13;30/06/2019;1.18;2;233;;;;;;;
3792246;7508547;407.012;-7.390.008;49;2;77;22/06/2019;1.53;1;1;;;;;;;
3793161;3250450;4.075.338;-7.390.618;39;30;9;14/05/2019;0.16;18;318;;;;;;;
3793246;2331719;4.072.695;-7.398.617;200;3;78;12/05/2019;1.33;1;336;;;;;;;
3793542;700913;4.071.601;-7.395.359;185;30;12;13/08/2018;0.2;1;0;;;;;;;
3793874;19106718;4.073.223;-7.400.355;200;4;17;28/06/2019;0.29;1;35;;;;;;;
3797183;2538522;4.068.558;-739.815;110;3;1;19/08/2014;0.02;1;0;;;;;;;
3798874;19510462;4.068.098;-7.397.925;275;3;4;17/09/2016;0.07;1;0;;;;;;;
3798941;6642777;4.071.231;-7.395.313;105;1;372;21/06/2019;6.23;2;59;;;;;;;
3799598;7558452;4.072.328;-7.398.926;260;1;299;23/06/2019;5.04;2;232;;;;;;;
3800332;3245596;4.071.283;-7.396.714;175;25;4;08/04/2016;0.07;1;0;;;;;;;
3800547;7453027;4.064.287;-7.390.228;90;3;96;24/06/2019;1.66;1;295;;;;;;;
3800549;810266;4.071.694;-7.396.017;125;21;1;30/04/2015;0.02;1;0;;;;;;;
3801407;10162529;407.012;-7.375.041;239;3;11;20/11/2018;0.45;2;355;;;;;;;
3801701;12090062;4.073.996;-7.399.919;195;2;31;09/12/2018;0.52;1;10;;;;;;;
3802218;19533769;4.080.772;-7.391.791;53;1;321;12/06/2019;5.46;1;44;;;;;;;
3802538;16677444;4.075.882;-7.399.168;99;1;147;19/05/2019;2.84;1;4;;;;;;;
3802966;19539944;4.086.711;-7.392.742;52;7;0;;;1;0;;;;;;;
3804690;19550968;4.071.019;-7.401.705;130;60;4;07/05/2015;0.07;1;13;;;;;;;
3808093;19569660;4.071.031;-7.401.557;325;30;9;17/06/2015;0.16;1;0;;;;;;;
3808119;19569725;4.068.419;-7.392.217;135;2;252;22/06/2019;4.37;1;35;;;;;;;
3808230;7848968;4.067.548;-7.396.802;85;2;206;18/06/2019;3.5;2;3;;;;;;;
3808323;265278;4.080.384;-7.394.692;68;3;164;21/06/2019;2.85;1;87;;;;;;;
3808358;19569282;4.076.315;-7.392.709;45;14;1;16/08/2014;0.02;1;0;;;;;;;
3808620;1475015;4.076.867;-7.398.541;87;30;6;21/04/2019;0.11;52;365;;;;;;;
3811186;19524858;4.066.082;-7.395.419;89;1;52;23/09/2018;1.44;1;188;;;;;;;
3811639;10603767;4.070.784;-7.392.224;150;3;203;22/06/2019;3.42;1;308;;;;;;;
3811757;3997854;4.073.923;-7.398.589;124;30;10;13/08/2016;0.17;1;0;;;;;;;
3812133;1529179;4.077.885;-7.398.178;169;7;0;;;1;0;;;;;;;
3812222;19597910;4.072.356;-7.383.982;125;2;128;18/05/2019;2.17;3;332;;;;;;;
3812554;19597910;40.727;-7.383.924;145;2;75;19/05/2019;1.27;3;358;;;;;;;
3816424;23633;4.070.248;-7.393.225;75;1;0;;;2;0;;;;;;;
3816499;23633;4.070.315;-7.393.124;75;2;2;01/11/2015;0.04;2;0;;;;;;;
3817216;1475015;4.074.915;-7.397.196;87;30;7;31/05/2019;0.12;52;340;;;;;;;
3817304;6615826;4.074.219;-7.392.585;50;5;6;24/06/2019;1.41;1;54;;;;;;;
3817666;2119276;407.662;-7.398.612;150;30;11;23/03/2019;0.2;39;313;;;;;;;
3818187;19633755;4.079.744;-7.397.098;95;30;2;27/05/2016;0.04;1;365;;;;;;;
3818279;2119276;4.074.445;-7.397.181;200;30;7;20/08/2018;0.14;39;188;;;;;;;
3818298;3856533;4.080.293;-7.395.586;120;1;23;07/01/2019;0.45;1;0;;;;;;;
3819407;9784802;4.077.627;-7.398.081;325;3;70;26/05/2019;1.19;1;71;;;;;;;
3819656;19644902;4.072.774;-7.400.004;165;2;2;26/06/2015;0.04;1;0;;;;;;;
3819703;16098958;4.079.082;-7.397.452;140;30;4;04/09/2017;0.09;96;342;;;;;;;
3819946;20169857;4.069.634;-739.441;33;1;52;08/04/2019;0.87;2;255;;;;;;;
3821676;14908547;4.071.962;-7.398.434;169;4;7;03/01/2016;0.14;1;0;;;;;;;
3822172;19663195;4.071.863;-7.394.416;75;24;0;;;1;27;;;;;;;
3825437;7018154;4.073.293;-739.836;190;5;5;02/01/2016;0.08;1;0;;;;;;;
3826037;3250450;4.076.577;-7.391.471;39;30;9;26/07/2018;0.19;18;237;;;;;;;
3826226;15733420;4.068.252;-7.394.443;165;4;138;24/06/2019;2.66;2;322;;;;;;;
3826908;19691070;4.074.622;-7.394.277;79;1;39;06/07/2019;0.83;1;297;;;;;;;
3827311;19693124;4.082.654;-739.462;125;1;10;12/06/2019;0.17;1;297;;;;;;;
3827442;1484799;4.073.016;-7.400.259;349;4;10;05/09/2016;0.17;1;0;;;;;;;
3829039;4702135;4.071.328;-7.395.787;130;1;0;;;1;0;;;;;;;
3829261;19708200;4.063.881;-7.391.751;40;3;41;03/05/2019;0.7;3;278;;;;;;;
3829609;4928083;4.067.767;-7.395.162;76;5;14;11/04/2019;0.28;1;0;;;;;;;
3831962;2236848;4.064.699;-7.396.307;50;24;0;;;1;0;;;;;;;
3832444;19239110;4.070.098;-7.393.959;45;30;25;28/03/2019;0.53;1;197;;;;;;;
3832774;18982191;4.068.655;-7.393.797;80;3;2;15/08/2016;0.06;1;0;;;;;;;
3832863;18094896;4.072.912;-7.400.298;265;4;21;30/03/2019;0.36;1;334;;;;;;;
3832932;15192022;4.064.752;-740.059;65;2;7;13/05/2017;0.12;1;0;;;;;;;
3833538;2141246;4.068.127;-7.394.865;90;3;2;11/09/2016;0.05;1;0;;;;;;;
3835052;3284613;4.072.917;-7.399.974;115;25;70;26/08/2018;1.27;1;31;;;;;;;
